Alpha 3 Code,Year,Rivers (TgCO2),River unc (TgCO2),Wood+Crop (TgCO2),Wood+Crop unc (TgCO2),FF (TgCO2),FF unc (TgCO2),Z-statistic,Mean dC_loss (TgCO2),Mean NBE (TgCO2),Mean NCE (TgCO2),Mean FUR
FIN,mean,-6.65788,2.51009,1.15114,0.345343,44.4825,1.45238,-1.95,-48.824025,-54.330725,-9.848222499999999,0.445
FJI,2015,-1.21359,1.79193,0.124417,0.0373252,2.62728,0.215534,0.62,-11.023865,-12.113035,-9.4857525,0.29
FJI,2016,-1.43587,1.34736,0.124417,0.0373252,2.80806,0.204424,-0.32,-6.776725,-8.08818,-5.2801175,0.29
FJI,2017,-1.36443,1.49025,0.124417,0.0373252,2.86122,0.202943,0.7,-9.2112625,-10.45128,-7.5900525,0.29
FJI,2018,-1.41202,1.39506,0.124417,0.0373252,3.54715,0.202943,0.18,-9.90593,-11.193570000000001,-7.6463925,0.29
FJI,2019,-1.32472,1.56966,0.124417,0.0373252,3.90581,0.215534,-0.31,-7.4385975,-8.6389025,-4.7331025,0.29
FJI,2020,-1.35013,1.51885,0.124417,0.0373252,3.558,0.215534,0.26,-6.48604,-7.711752499999999,-4.1537475,0.29
FJI,mean,-1.35013,1.51885,0.124417,0.0373252,3.21792,0.209485,0.61,-8.4594775,-9.685185,-6.4672575000000005,0.29
FRA,2015,-23.2957,7.79939,-38.4494,-11.5348,355.216,10.6661,-0.4,-177.16425,-238.90949999999998,116.30647499999999,0.6699999999999999
FRA,2016,-24.5403,10.2887,-38.4494,-11.5348,358.755,10.7064,0.34,-145.6308,-208.62075000000002,150.134875,0.6699999999999999
FRA,2017,-18.6114,1.56912,-38.4494,-11.5348,358.942,10.7312,-0.06,-188.07625000000002,-245.137,113.80504999999998,0.6699999999999999
FRA,2018,-26.5864,14.3808,-38.4494,-11.5348,351.371,10.7312,-1.1,-145.7554,-210.79137500000002,140.57934999999998,0.6699999999999999
FRA,2019,-20.8007,2.80934,-38.4494,-11.5348,343.452,10.6661,0.24,-165.52454999999998,-224.7745,118.67692500000001,0.6699999999999999
FRA,2020,-22.7669,7.36947,-38.4494,-11.5348,302.192,10.6661,0.8,-109.27560499999998,-170.492075,131.700175,0.6699999999999999
FRA,mean,-22.7669,7.36947,-38.4494,-11.5348,344.988,10.6945,-0.21,-159.59550000000002,-220.81175000000002,124.176225,0.6699999999999999
FSM,2015,-7.9743e-05,0.000159486,0.0,0.0,0.526234,1.19507,-0.5,0.879841525,0.8797640750000001,1.4059959999999998,0.36
FSM,2016,-0.000100577,0.000201154,0.0,0.0,0.548024,1.19507,-0.03,0.5068705000000001,0.5067699999999999,1.0547924750000002,0.36
FSM,2017,-0.000101535,0.000203069,0.0,0.0,0.568977,1.19507,0.25,-1.1424325,-1.142533,-0.5735542499999999,0.36
FSM,2018,-3.7836e-05,7.5672e-05,0.0,0.0,0.624641,1.19507,0.24,-1.32362775,-1.3236642500000002,-0.6990222500000001,0.36
FSM,2019,-7.49536e-05,0.000149907,0.0,0.0,0.652332,1.19507,-0.14,0.8661050000000001,0.8660249999999999,1.5183575,0.36
FSM,2020,-7.89288e-05,0.000157858,0.0,0.0,0.436608,1.19507,1.57,-0.03549174999999999,-0.035571500000000006,0.40103449999999996,0.36
FSM,mean,-7.89288e-05,0.000157858,0.0,0.0,0.559469,1.19507,0.29,0.6098305,0.60975075,1.1692197500000001,0.36
GAB,2015,-11.326,15.0047,0.515736,0.154721,11.9607,0.246954,-0.16,-29.72075,-40.53105,-28.570349999999998,0.2075
GAB,2016,-11.7386,14.1796,0.515736,0.154721,12.982,0.245058,-0.62,17.56636375,6.343537500000002,19.3254575,0.2075
GAB,2017,-11.6025,14.4518,0.515736,0.154721,13.8097,0.221276,-0.14,4.176297500000001,-6.910494999999999,6.8992,0.2075
GAB,2018,-11.8267,14.0035,0.515736,0.154721,14.0018,0.221276,-0.23,-43.4203225,-54.73125,-40.729425,0.2075
GAB,2019,-11.8182,14.0204,0.515736,0.154721,14.1702,0.246954,0.04,3.2281499999999994,-8.074336250000002,6.09585,0.2075
GAB,2020,-11.6624,14.332,0.515736,0.154721,13.168,0.246954,-0.59,-26.027,-37.1736795,-24.00565,0.2075
GAB,mean,-11.6624,14.332,0.515736,0.154721,13.3487,0.238078,-0.37,-6.544642499999999,-17.691315000000003,-4.3426175,0.2075
GBR,2015,-28.8844,29.2841,25.3575,7.60726,431.648,8.10333,0.2,-85.68115,-89.208,342.44,0.225
GBR,2016,-30.2351,31.9855,25.3575,7.60726,409.184,7.60093,-0.24,-80.9999,-85.877475,323.307,0.225
GBR,2017,-26.7432,25.0018,25.3575,7.60726,393.384,7.32277,-0.4,-69.223975,-70.60967500000001,322.7745,0.225
GBR,2018,-27.1631,25.8414,25.3575,7.60726,386.095,7.32277,-0.43,-60.8104,-62.615899999999996,323.47875,0.225
GBR,2019,-29.3415,30.1983,25.3575,7.60726,376.294,8.10333,-0.04,-86.304325,-90.28835,286.00575000000003,0.225
GBR,2020,-28.4735,28.4622,25.3575,7.60726,336.14,8.10333,1.11,-42.9409925,-46.056955,290.08275000000003,0.225
GBR,mean,-28.4735,28.4622,25.3575,7.60726,388.791,7.75941,-0.18,-65.0205,-68.136425,320.65450000000004,0.225
GEO,2015,-1.0027,1.9715,1.34744,0.404233,6.39222,0.715506,-0.07,0.567476,0.9122181,7.3044475,0.395
GEO,2016,-1.00484,1.96722,1.34744,0.404233,6.66232,0.739383,0.31,-5.3002775,-4.957675,1.7046525000000001,0.395
GEO,2017,-1.00328,1.97034,1.34744,0.404233,6.90362,0.733685,-0.4,1.2451642500000002,1.589323775,8.4929525,0.395
GEO,2018,-1.00241,1.97209,1.34744,0.404233,7.07138,0.733685,1.24,9.5405075,9.885517499999999,16.956912499999998,0.395
GEO,2019,-1.00095,1.97501,1.34744,0.404233,7.40957,0.715506,0.53,-7.56890025,-7.222406000000001,0.1871655000000001,0.395
GEO,2020,-1.00284,1.97123,1.34744,0.404233,6.72109,0.715506,0.98,11.8228575,12.167462500000001,18.888565,0.395
GEO,mean,-1.00284,1.97123,1.34744,0.404233,6.86003,0.725545,1.02,1.316255,1.6608625,8.5209025,0.395
GHA,2015,-7.13195,9.19366,0.90825,0.272475,11.2605,1.63169,1.2,122.37687499999998,116.1532125,127.41359999999999,0.25
GHA,2016,-12.1857,19.3011,0.90825,0.272475,11.5884,1.67354,1.08,135.77405000000002,124.49695,136.08505,0.25
GHA,2017,-10.8101,16.55,0.90825,0.272475,12.0978,1.38986,1.08,131.3871,121.48512500000001,133.583075,0.25
GHA,2018,-8.19701,11.3238,0.90825,0.272475,12.4804,1.38986,1.67,86.368825,79.08019999999999,91.5606,0.25
GHA,2019,-8.27464,11.479,0.90825,0.272475,12.8167,1.63169,0.79,62.616474999999994,55.25008,68.0667,0.25
GHA,2020,-9.31988,13.5695,0.90825,0.272475,11.8421,1.63169,1.46,92.110275,83.698465,95.540775,0.25
GHA,mean,-9.31988,13.5695,0.90825,0.272475,12.0143,1.55805,1.16,100.420475,92.008575,104.02314999999999,0.25
GIN,2015,-12.0511,12.1659,1.53725,0.461176,1.17435,0.267751,0.56,125.87530000000001,115.36135000000002,116.53569999999999,0.2875
GIN,2016,-13.3351,9.59789,1.53725,0.461176,1.20904,0.297007,0.4,131.3529,119.55520000000001,120.76422500000001,0.2875
GIN,2017,-13.0713,10.1255,1.53725,0.461176,1.26342,0.31071,0.42,90.181175,78.647175,79.910725,0.2875
GIN,2018,-12.2603,11.7475,1.53725,0.461176,1.30366,0.31071,1.55,83.33957500000001,72.61654250000001,73.9201325,0.2875
GIN,2019,-12.4632,11.3416,1.53725,0.461176,1.33886,0.267751,0.36,59.946349999999995,49.020424999999996,50.359300000000005,0.2875
GIN,2020,-12.6362,10.9957,1.53725,0.461176,1.2199,0.267751,0.79,97.910225,86.81125,88.03122499999999,0.2875
GIN,mean,-12.6362,10.9957,1.53725,0.461176,1.25154,0.286947,0.95,97.55347499999999,86.4545,87.706275,0.2875
GNB,2015,-2.07331,2.27588,-0.0828674,-0.0248602,0.194495,1.19507,0.71,16.1050125,13.9488175,14.143317500000002,0.1675
GNB,2016,-2.0602,2.3021,-0.0828674,-0.0248602,0.200291,1.19507,1.03,16.327875,14.184807500000002,14.3851075,0.1675
GNB,2017,-2.09153,2.23945,-0.0828674,-0.0248602,0.209313,1.19507,1.36,11.6708325,9.4964475,9.7057525,0.1675
GNB,2018,-1.99828,2.42595,-0.0828674,-0.0248602,0.215878,1.19507,1.44,16.116664749999998,14.0355025,14.2513975,0.1675
GNB,2019,-2.0296,2.3633,-0.0828674,-0.0248602,0.221607,1.19507,0.66,10.5503715,8.4378975,8.659525,0.1675
GNB,2020,-2.05058,2.32134,-0.0828674,-0.0248602,0.199881,1.19507,1.06,11.0512425,8.917816499999999,9.11770675,0.1675
GNB,mean,-2.05058,2.32134,-0.0828674,-0.0248602,0.206911,1.19507,0.92,14.684370000000001,12.550907500000001,12.75786,0.1675
GNQ,2015,-1.37349,2.14169,0.0,0.0,1.7543,0.650305,1.12,2.4786300249999997,1.10514,2.859441,0.095
GNQ,2016,-1.40598,2.07672,0.0,0.0,1.76674,0.627345,-0.08,5.656275,4.2502975,6.0170375,0.095
GNQ,2017,-1.39517,2.09833,0.0,0.0,1.78321,0.604384,0.9,5.083595,3.6884225,5.4716325,0.095
GNQ,2018,-1.41312,2.06243,0.0,0.0,1.79538,0.604384,0.5,1.9768000000000003,0.5636773500000001,2.3590600000000004,0.095
GNQ,2019,-1.41214,2.0644,0.0,0.0,1.80588,0.650305,0.43,2.611745,1.199605,3.00549,0.095
GNQ,2020,-1.39998,2.08871,0.0,0.0,1.66874,0.650305,0.4,2.8012375,1.40125675,3.0700024999999997,0.095
GNQ,mean,-1.39998,2.08871,0.0,0.0,1.76238,0.631171,0.95,3.2740433749999998,1.8740614999999998,3.6364402499999993,0.095
GRC,2015,-5.97413,0.0440106,2.09661,0.628984,68.2835,1.31663,-0.29,-39.31725,-43.19477499999999,25.088817499999998,0.21000000000000002
GRC,2016,-5.19206,1.60815,2.09661,0.628984,65.9926,1.25723,-0.19,-20.589175,-23.684675,42.308,0.21000000000000002
GRC,2017,-5.14432,1.70364,2.09661,0.628984,68.9089,1.32066,-0.33,-23.284525,-26.332225,42.576674999999994,0.21000000000000002
GRC,2018,-4.53043,2.93141,2.09661,0.628984,67.4577,1.32066,0.41,-21.832935,-24.26675,43.19095,0.21000000000000002
GRC,2019,-5.29435,1.40357,2.09661,0.628984,65.3302,1.31663,-0.21,-22.15465,-25.352425,39.977775,0.21000000000000002
GRC,2020,-5.22706,1.53816,2.09661,0.628984,58.899,1.31663,-0.81,-37.192115,-40.3226,18.576397749999998,0.21000000000000002
GRC,mean,-5.22706,1.53816,2.09661,0.628984,65.812,1.30807,-0.22,-28.470875,-31.601349999999996,34.21065,0.21000000000000002
GRD,2015,-0.0417248,0.0834497,0.0449833,0.013495,0.294839,0.0262937,0.44,0.091488975,0.09474745000000001,0.38958599999999993,0.0325
GRD,2016,-0.0399752,0.0799504,0.0449833,0.013495,0.295475,0.0270343,3.14,0.5657215,0.57072775,0.86620325,0.0325
GRD,2017,-0.0487644,0.0975289,0.0449833,0.013495,0.298382,0.0281453,0.9,0.0544639225,0.050682805,0.34906475000000003,0.0325
GRD,2018,-0.0534298,0.10686,0.0449833,0.013495,0.303547,0.0281453,0.29,0.088241725,0.0797952,0.38334225,0.0325
GRD,2019,-0.0483621,0.0967243,0.0449833,0.013495,0.309353,0.0262937,0.61,0.25080800000000003,0.24742925000000002,0.55678225,0.0325
GRD,2020,-0.0464513,0.0929026,0.0449833,0.013495,0.250337,0.0262937,1.88,0.57768125,0.57621325,0.82654925,0.0325
GRD,mean,-0.0464513,0.0929026,0.0449833,0.013495,0.291989,0.0270343,1.71,0.45025275,0.44878475,0.74077225,0.0325
GTM,2015,-10.5802,16.8062,-2.57008,-0.771023,18.337,1.55577,-0.19,27.187624999999997,14.03733,32.3744,0.46
GTM,2016,-10.4829,17.0008,-2.57008,-0.771023,18.2201,1.65539,-0.43,34.1050525,21.05205,39.272152500000004,0.46
GTM,2017,-10.7928,16.381,-2.57008,-0.771023,18.1594,1.74353,0.15,29.259874999999997,15.8969625,34.056375,0.46
GTM,2018,-10.7775,16.4117,-2.57008,-0.771023,18.5517,1.74353,0.26,45.120200000000004,31.772699999999997,50.3244,0.46
GTM,2019,-10.684,16.5987,-2.57008,-0.771023,19.0374,1.55577,-0.08,39.391549999999995,26.137500000000003,45.17485,0.46
GTM,2020,-10.6635,16.6397,-2.57008,-0.771023,17.6648,1.55577,0.6,58.005975,44.772425,62.437174999999996,0.46
GTM,mean,-10.6635,16.6397,-2.57008,-0.771023,18.3284,1.63496,-0.33,33.12045,19.886875,38.215275,0.46
GUY,2015,-12.0472,7.11095,-0.5192,-0.15576,1.07608,0.202202,0.83,210.202625,197.636275,198.7123,0.31
GUY,2016,-11.6498,7.90586,-0.5192,-0.15576,1.07279,0.236273,1.51,206.13275000000002,193.9638,195.03675,0.31
GUY,2017,-12.4276,6.3501,-0.5192,-0.15576,1.07193,0.23368,0.27,97.17599999999999,84.22919999999999,85.30115,0.31
GUY,2018,-12.8986,5.40825,-0.5192,-0.15576,1.09269,0.23368,1.06,132.418825,119.001,120.09385,0.31
GUY,2019,-12.5302,6.14489,-0.5192,-0.15576,1.11882,0.202202,0.65,167.62349999999998,154.5744,155.69310000000002,0.31
GUY,2020,-12.3107,6.58401,-0.5192,-0.15576,1.00412,0.202202,0.56,154.65695,141.826975,142.83100000000002,0.31
GUY,mean,-12.3107,6.58401,-0.5192,-0.15576,1.07274,0.218373,0.91,154.82037499999998,141.99065,143.063325,0.31
HND,2015,-6.13701,9.07156,-0.0377906,-0.0113372,12.6797,1.01731,0.25,35.653302499999995,29.478502499999998,42.158199999999994,0.31
HND,2016,-6.06543,9.21472,-0.0377906,-0.0113372,12.5986,0.963978,0.13,31.2449775,25.141747499999997,37.7403125,0.31
HND,2017,-6.29336,8.75884,-0.0377906,-0.0113372,12.5608,0.998789,1.8,25.8697525,19.5386025,32.09938625,0.31
HND,2018,-6.28206,8.78146,-0.0377906,-0.0113372,12.8347,0.998789,0.65,39.463825,33.143975,45.97865,0.31
HND,2019,-6.2133,8.91897,-0.0377906,-0.0113372,13.1734,1.01731,1.12,53.19772499999999,46.946675,60.119975,0.31
HND,2020,-6.19823,8.94911,-0.0377906,-0.0113372,12.1967,1.01731,1.67,59.9283,53.692275,65.889,0.31
HND,mean,-6.19823,8.94911,-0.0377906,-0.0113372,12.674,1.00225,1.04,39.262025,33.026015,45.7,0.31
HRV,2015,-2.6143,1.18865,-0.106699,-0.0320097,24.0857,1.27364,-1.12,-27.52065,-30.24165,-6.156000000000001,0.3675
HRV,2016,-2.51479,1.38768,-0.106699,-0.0320097,25.1281,1.28829,-0.93,-27.842175,-30.463675,-5.3355675,0.3675
HRV,2017,-2.38031,1.65663,-0.106699,-0.0320097,25.6949,1.33632,-0.57,-22.4623,-24.9493,0.7456300000000002,0.3675
HRV,2018,-2.50076,1.41573,-0.106699,-0.0320097,26.785,1.33632,-0.39,-13.0177875,-15.625277500000003,11.1597475,0.3675
HRV,2019,-2.42771,1.56183,-0.106699,-0.0320097,28.5228,1.27364,0.15,-9.4577725,-11.992180000000001,16.53063575,0.3675
HRV,2020,-2.48757,1.44211,-0.106699,-0.0320097,26.4078,1.27364,-1.11,-25.09647975,-27.6907225,-1.2829252500000004,0.3675
HRV,mean,-2.48757,1.44211,-0.106699,-0.0320097,26.1041,1.29697,-1.22,-19.9678125,-22.562079999999998,3.5419799999999997,0.3675
HTI,2015,-1.94077,1.93305,1.84283,0.552848,1.80138,0.32256,0.26,4.4042,4.3062525,6.107632499999999,0.0075
HTI,2016,-2.53309,0.748418,1.84283,0.552848,1.80255,0.327004,0.79,5.6005725,4.9103075,6.7128625,0.0075
HTI,2017,-2.52394,0.766713,1.84283,0.552848,1.81438,0.330708,1.35,5.5280375,4.84692,6.6612925,0.0075
HTI,2018,-2.27009,1.27442,1.84283,0.552848,1.84778,0.330708,0.37,3.7177295,3.2904665,5.138249999999999,0.0075
HTI,2019,-2.02082,1.77297,1.84283,0.552848,1.88625,0.32256,0.48,1.870135,1.6921449999999998,3.57839525,0.0075
HTI,2020,-2.25774,1.29912,1.84283,0.552848,1.57461,0.32256,0.27,5.3425625,4.92764825,6.5022625,0.0075
HTI,mean,-2.25774,1.29912,1.84283,0.552848,1.78782,0.326017,0.29,4.2442175,3.8293025,5.617125,0.0075
HUN,2015,-1.75085,0.39798,-9.50978,-2.85294,43.3655,3.27337,-1.62,-21.100066499999997,-32.3607,11.0048025,0.27499999999999997
HUN,2016,-1.80433,0.291018,-9.50978,-2.85294,44.5898,3.3469,-0.7,-20.8832175,-32.19735,12.39245,0.27499999999999997
HUN,2017,-1.66383,0.572021,-9.50978,-2.85294,46.2944,3.49315,-0.8,-17.9971615,-29.1708,17.123635,0.27499999999999997
HUN,2018,-1.80071,0.29827,-9.50978,-2.85294,47.2382,3.49315,-0.1,-4.8431975,-16.153705000000002,31.084549999999997,0.27499999999999997
HUN,2019,-1.65114,0.597402,-9.50978,-2.85294,46.2016,3.27337,0.61,-16.674979999999998,-27.835884999999998,18.365737499999998,0.27499999999999997
HUN,2020,-1.73417,0.431338,-9.50978,-2.85294,42.6325,3.27337,-0.67,-22.99095825,-34.23495,8.397579999999998,0.27499999999999997
HUN,mean,-1.73417,0.431338,-9.50978,-2.85294,45.0537,3.35888,-0.97,-16.43591,-27.6798475,17.373815,0.27499999999999997
IDN,2015,-193.32,125.825,-51.248,-15.3744,509.0,23.8249,0.37,1418.78,1174.214,1683.2150000000001,0.5475
IDN,2016,-203.653,105.159,-51.248,-15.3744,571.219,26.538,0.66,612.2510000000001,357.350075,928.56975,0.5475
IDN,2017,-214.706,83.0516,-51.248,-15.3744,534.974,24.7721,1.0,342.28810000000004,76.33370000000002,611.3077499999999,0.5475
IDN,2018,-207.931,96.602,-51.248,-15.3744,582.994,24.7721,1.04,422.111,162.9319,745.92625,0.5475
IDN,2019,-194.149,124.167,-51.248,-15.3744,627.315,23.8249,1.09,825.2455,579.8489999999999,1207.1657500000001,0.5475
IDN,2020,-202.752,106.961,-51.248,-15.3744,579.765,23.8249,0.7,546.82175,292.82175,872.5849999999999,0.5475
IDN,mean,-202.752,106.961,-51.248,-15.3744,567.545,24.5928,0.9,733.142,479.142,1046.6865,0.5475
IND,2015,-184.263,118.55,-34.1639,-10.2492,2337.08,138.39,-0.55,-375.417,-593.844,1743.2374999999997,0.49249999999999994
IND,2016,-176.641,133.794,-34.1639,-10.2492,2409.09,141.718,-0.79,-107.5702,-318.3746,2090.7200000000003,0.49249999999999994
IND,2017,-185.305,116.466,-34.1639,-10.2492,2515.64,148.805,-0.5,-239.52137500000003,-458.99025000000006,2056.65,0.49249999999999994
IND,2018,-174.501,138.073,-34.1639,-10.2492,2666.09,148.805,-0.89,-309.106,-517.771175,2148.3224999999998,0.49249999999999994
IND,2019,-186.221,114.634,-34.1639,-10.2492,2699.95,138.39,-0.77,-272.96842499999997,-493.35300000000007,2206.5950000000003,0.49249999999999994
IND,2020,-181.386,124.303,-34.1639,-10.2492,2486.04,138.39,-2.12,-434.67774999999995,-650.22775,1835.8149999999998,0.49249999999999994
IND,mean,-181.386,124.303,-34.1639,-10.2492,2518.98,142.417,-1.1,-325.4035,-540.9535000000001,1978.0325,0.49249999999999994
IRL,2015,-8.48777,9.18278,5.84709,1.75413,38.3316,0.7249,0.03,-11.553574999999999,-14.194275000000001,24.137275,0.2425
IRL,2016,-8.47461,9.15645,5.84709,1.75413,40.5364,0.763327,0.24,-19.62725,-22.25475,18.28165,0.2425
IRL,2017,-8.11898,8.44519,5.84709,1.75413,38.6977,0.729153,0.03,-12.943905,-15.2158,23.481900000000003,0.2425
IRL,2018,-8.18483,8.57689,5.84709,1.75413,38.0741,0.729153,-0.14,-7.141265000000001,-9.479025,28.595075,0.2425
IRL,2019,-8.7973,9.80183,5.84709,1.75413,36.2599,0.7249,0.05,-10.6769125,-13.62715,22.63275,0.2425
IRL,2020,-8.4127,9.03263,5.84709,1.75413,32.9686,0.7249,0.42,-8.0983925,-10.663995,22.304600000000004,0.2425
IRL,mean,-8.4127,9.03263,5.84709,1.75413,37.478,0.732722,0.11,-15.250974999999999,-17.816575,19.66145,0.2425
IRN,2015,-6.0137,10.9848,30.8043,9.2413,635.135,30.1826,0.49,94.298425,119.08875,754.22375,0.1175
IRN,2016,-6.09818,10.8159,30.8043,9.2413,637.531,30.5197,0.71,60.274300000000004,84.98063499999999,722.512,0.1175
IRN,2017,-6.20522,10.6018,30.8043,9.2413,678.23,34.1337,0.36,58.416152925,83.01520000000001,761.2447500000001,0.1175
IRN,2018,-6.10222,10.8078,30.8043,9.2413,712.434,34.1337,0.51,81.78495,106.487,818.92125,0.1175
IRN,2019,-6.19009,10.632,30.8043,9.2413,738.007,30.1826,0.9,74.57012499999999,99.184235,837.19125,0.1175
IRN,2020,-6.12188,10.7685,30.8043,9.2413,686.714,30.1826,0.58,81.7422875,106.424775,793.1385,0.1175
IRN,mean,-6.12188,10.7685,30.8043,9.2413,681.342,31.5558,0.55,71.922045,96.6045,777.94625,0.1175
IRQ,2015,-1.51865,2.67718,12.3701,3.71103,114.555,7.79826,1.17,35.92145,46.77290000000001,161.3275,0.14
IRQ,2016,-1.55295,2.60858,12.3701,3.71103,115.537,9.14866,0.67,10.389556249999998,21.206719999999997,136.74325,0.14
IRQ,2017,-1.6406,2.43328,12.3701,3.71103,121.201,9.82352,0.7,30.408369999999998,41.137875,162.339,0.14
IRQ,2018,-1.58152,2.55144,12.3701,3.71103,123.995,9.82352,0.74,12.025885000000002,22.814490000000003,146.80925,0.14
IRQ,2019,-1.65656,2.40136,12.3701,3.71103,129.712,7.79826,0.29,-0.4334175,10.280135,139.99175,0.14
IRQ,2020,-1.59006,2.53437,12.3701,3.71103,120.897,7.79826,0.9,5.628287500000001,16.4083575,137.306,0.14
IRQ,mean,-1.59006,2.53437,12.3701,3.71103,120.983,8.69841,0.83,15.85113,26.631149999999998,147.614,0.14
ISL,2015,-3.87381,4.77214,0.253336,0.0760007,2.50918,0.0665757,0.16,-7.5520075,-11.1724925,-8.663302499999999,0.3425
ISL,2016,-3.79551,4.92873,0.253336,0.0760007,2.61577,0.0691552,-1.8,-4.679927500000001,-8.222114999999999,-5.6063375,0.3425
ISL,2017,-3.87842,4.76292,0.253336,0.0760007,2.58631,0.067804,-0.46,-4.3247475,-7.949822500000001,-5.3635175,0.3425
ISL,2018,-3.88531,4.74913,0.253336,0.0760007,2.58944,0.067804,-1.3,-0.5978150000000002,-4.2297935,-1.64036,0.3425
ISL,2019,-3.74254,5.03468,0.253336,0.0760007,2.58875,0.0665757,0.62,-7.801964999999999,-11.29115,-8.7024325,0.3425
ISL,2020,-3.83512,4.84952,0.253336,0.0760007,2.16558,0.0665757,1.89,-13.47615,-17.057925,-14.89235,0.3425
ISL,mean,-3.83512,4.84952,0.253336,0.0760007,2.50917,0.067415,-2.56,-5.6220367499999995,-9.2038325,-6.69465,0.3425
ISR,2015,-0.0740264,0.0633492,8.06829,2.42049,103.857,3.94952,1.22,-6.09111,1.90315775,105.75999999999999,0.08249999999999999
ISR,2016,-0.0699933,0.0714155,8.06829,2.42049,108.729,3.88985,0.99,-5.7909325,2.20736475,110.93674999999999,0.08249999999999999
ISR,2017,-0.0673044,0.0767932,8.06829,2.42049,113.292,3.78492,0.63,-6.47827,1.522716,114.81474999999999,0.08249999999999999
ISR,2018,-0.0780593,0.0552834,8.06829,2.42049,116.084,3.78492,1.45,-7.3651725,0.6250597499999999,116.70949999999999,0.08249999999999999
ISR,2019,-0.0881431,0.0351159,8.06829,2.42049,122.243,3.94952,-0.13,-7.940715000000001,0.039432750000000016,122.2825,0.08249999999999999
ISR,2020,-0.0755053,0.0603915,8.06829,2.42049,113.887,3.94952,0.99,-6.760705,1.23208175,115.119,0.08249999999999999
ISR,mean,-0.0755053,0.0603915,8.06829,2.42049,113.015,3.88471,0.44,-6.5458575,1.4469228,114.46249999999998,0.08249999999999999
ITA,2015,-20.5648,9.9459,25.6176,7.68529,349.127,6.5846,-0.56,-136.83985,-131.787125,217.3395,0.4875
ITA,2016,-17.7858,4.38791,25.6176,7.68529,347.378,6.49675,-0.19,-133.38375,-125.55199999999999,221.82575,0.4875
ITA,2017,-16.5202,1.85681,25.6176,7.68529,344.152,6.45832,-0.42,-128.33375,-119.2364,224.91500000000002,0.4875
ITA,2018,-17.5438,3.904,25.6176,7.68529,339.882,6.45832,-0.12,-68.48085,-60.40705,279.47425,0.4875
ITA,2019,-17.6974,4.21103,25.6176,7.68529,330.773,6.5846,-0.3,-75.325225,-67.404925,263.368,0.4875
ITA,2020,-18.0224,4.86113,25.6176,7.68529,300.811,6.5846,-0.42,-105.92845000000001,-98.333325,202.4785,0.4875
ITA,mean,-18.0224,4.86113,25.6176,7.68529,335.354,6.52786,-0.61,-104.011525,-96.416425,238.93725,0.4875
JAM,2015,-0.571245,0.555939,1.25673,0.377019,9.39513,0.790662,0.21,1.1869345,1.8724225,11.26755,0.020000000000000004
JAM,2016,-0.749542,0.199346,1.25673,0.377019,9.34642,0.817696,0.55,1.1324985,1.639685,10.986125000000001,0.020000000000000004
JAM,2017,-0.746788,0.204853,1.25673,0.377019,9.33738,0.786588,-0.2,1.1408425,1.650785,10.988175,0.020000000000000004
JAM,2018,-0.670369,0.357692,1.25673,0.377019,9.53503,0.786588,0.19,1.232243,1.8186025,11.353625,0.020000000000000004
JAM,2019,-0.595338,0.507753,1.25673,0.377019,9.77701,0.790662,0.28,0.5432715,1.20466525,10.981675,0.020000000000000004
JAM,2020,-0.666656,0.365116,1.25673,0.377019,8.8672,0.790662,0.53,1.1077819999999998,1.69785275,10.56507,0.020000000000000004
JAM,mean,-0.666656,0.365116,1.25673,0.377019,9.37636,0.79381,0.13,1.0833035,1.6733775,11.049724999999999,0.020000000000000004
JOR,2015,-0.296309,0.284653,4.85528,1.45658,24.8948,2.55937,0.22,-2.49374,2.06522925,26.96005,0.07250000000000001
JOR,2016,-0.281644,0.313983,4.85528,1.45658,25.3837,2.43235,0.15,-3.7714275,0.80220325,26.185899999999997,0.07250000000000001
JOR,2017,-0.271868,0.333537,4.85528,1.45658,26.3416,2.59048,1.03,-3.1581225,1.4252835,27.766875,0.07250000000000001
JOR,2018,-0.310974,0.255323,4.85528,1.45658,26.8719,2.59048,0.45,-3.7139525000000004,0.8303525,27.7023,0.07250000000000001
JOR,2019,-0.347637,0.181998,4.85528,1.45658,28.1251,2.55937,-0.14,-4.53146,-0.02382012499999997,28.101325,0.07250000000000001
JOR,2020,-0.301687,0.273899,4.85528,1.45658,26.075,2.55937,0.33,-3.9103049999999997,0.643285,26.71825,0.07250000000000001
JOR,mean,-0.301687,0.273899,4.85528,1.45658,26.282,2.54857,0.22,-3.80879,0.7448,27.026824999999995,0.07250000000000001
JPN,2015,-58.0412,15.3386,62.9264,18.8779,1223.3,23.4672,-0.05,-190.29675,-185.41175,1037.8875,0.32999999999999996
JPN,2016,-58.8061,16.8684,62.9264,18.8779,1204.6,22.9384,0.75,-152.58012499999998,-148.45980000000003,1056.1399999999999,0.32999999999999996
JPN,2017,-53.226,5.7081,62.9264,18.8779,1202.61,23.0108,0.57,-208.39499999999998,-198.69475,1003.90975,0.32999999999999996
JPN,2018,-61.4657,22.1876,62.9264,18.8779,1177.37,23.0108,1.37,-149.3495,-147.8889,1029.483,0.32999999999999996
JPN,2019,-51.7483,2.75278,62.9264,18.8779,1147.97,23.4672,0.93,-190.38524999999998,-179.20725,968.7595000000001,0.32999999999999996
