Alpha 3 Code,Year,Rivers (TgCO2),River unc (TgCO2),Wood+Crop (TgCO2),Wood+Crop unc (TgCO2),FF (TgCO2),FF unc (TgCO2),Z-statistic,Mean dC_loss (TgCO2),Mean NBE (TgCO2),Mean NCE (TgCO2),Mean FUR
TUR,2018,-16.7858,0.34076,11.4591,3.43773,423.043,8.22169,0.56,3.3503100000000003,-1.976399999999999,421.06649999999996,0.445
TUR,2019,-21.0063,8.78178,11.4591,3.43773,415.67,6.93917,-0.01,-62.77387499999999,-72.32107500000001,343.34925,0.445
TUR,2020,-20.6023,7.97373,11.4591,3.43773,383.891,6.93917,0.5,24.620849999999997,15.477700000000002,399.36875,0.445
TUR,mean,-20.6023,7.97373,11.4591,3.43773,401.483,7.44489,0.46,-13.61915,-22.762324999999997,378.7205,0.445
TUV,2015,-1.79245e-05,3.5849e-05,0.0,0.0,0.0132565,0.0,0.33,0.535707,0.535689,0.5489455000000001,0.17
TUV,2016,-2.26075e-05,4.5215e-05,0.0,0.0,0.0140171,0.0,-0.09,0.304367575,0.304345425,0.3183625,0.17
TUV,2017,-2.28228e-05,4.56456e-05,0.0,0.0,0.014406,0.0,-0.36,0.278600525,0.27857757499999997,0.29298357500000005,0.17
TUV,2018,-8.50472e-06,1.70094e-05,0.0,0.0,0.0151527,0.0,-0.55,0.3380905,0.33808175,0.3532345,0.17
TUV,2019,-1.6848e-05,3.36959e-05,0.0,0.0,0.0154955,0.0,-0.41,0.39530449999999995,0.39528775,0.41078325000000004,0.17
TUV,2020,-1.77415e-05,3.5483e-05,0.0,0.0,0.00891056,0.0,0.18,0.63581725,0.63579975,0.64470975,0.17
TUV,mean,-1.77415e-05,3.5483e-05,0.0,0.0,0.0135397,0.0,-0.05,0.47027197499999995,0.4702543,0.483794,0.17
TZA,2015,-20.8183,5.17876,0.560827,0.168248,4.79749,1.07804,0.09,190.873,170.6155,175.41299999999998,0.53
TZA,2016,-21.341,6.22411,0.560827,0.168248,4.94074,1.10026,0.37,166.33387499999998,145.553825,150.49427500000002,0.53
TZA,2017,-19.1025,1.74706,0.560827,0.168248,5.15556,1.15396,1.52,175.092375,156.551215,161.70635499999997,0.53
TZA,2018,-23.5819,10.7058,0.560827,0.168248,5.31627,1.15396,-0.26,47.384425,24.363362499999997,29.679634999999998,0.53
TZA,2019,-22.5539,8.64986,0.560827,0.168248,5.45731,1.07804,0.53,177.68625,155.69324999999998,161.15075000000002,0.53
TZA,2020,-21.4795,6.50113,0.560827,0.168248,5.00606,1.07804,0.37,-3.60785,-24.52655,-19.520475,0.53
TZA,mean,-21.4795,6.50113,0.560827,0.168248,5.11224,1.10705,0.64,121.82004999999998,100.90129999999999,106.0137,0.53
UGA,2015,-0.883795,0.928078,0.181212,0.0543636,2.09953,0.515504,1.94,92.78985,92.08705,94.186825,0.305
UGA,2016,-0.813615,0.787718,0.181212,0.0543636,2.16237,0.546612,1.04,67.10310000000001,66.4707,68.63305,0.305
UGA,2017,-0.878724,0.917934,0.181212,0.0543636,2.25583,0.5892,1.45,80.361975,79.66470000000001,81.920375,0.305
UGA,2018,-1.00978,1.18005,0.181212,0.0543636,2.32604,0.5892,1.75,33.618825,32.7903,35.116324999999996,0.305
UGA,2019,-0.999637,1.15976,0.181212,0.0543636,2.38746,0.515504,-0.03,10.8754875,10.057075000000001,12.444554999999998,0.305
UGA,2020,-0.91711,0.994708,0.181212,0.0543636,2.18857,0.515504,0.07,16.517175,15.781274999999999,17.969875000000002,0.305
UGA,mean,-0.91711,0.994708,0.181212,0.0543636,2.23663,0.545254,0.99,45.057675,44.321775,46.5584,0.305
UKR,2015,-8.12919,6.56101,-62.3962,-18.7189,205.581,14.4433,-0.05,-148.3813,-218.90675,-13.325649999999998,0.48750000000000004
UKR,2016,-8.63886,7.58034,-62.3962,-18.7189,213.24,14.89,-0.26,-186.13875000000002,-257.17375,-43.934315000000005,0.48750000000000004
UKR,2017,-7.5744,5.45141,-62.3962,-18.7189,204.864,14.3283,-1.11,-225.8143,-295.78499999999997,-90.920925,0.48750000000000004
UKR,2018,-8.56484,7.4323,-62.3962,-18.7189,211.415,14.3283,-1.31,-233.913,-304.874,-93.459475,0.48750000000000004
UKR,2019,-7.38593,5.07448,-62.3962,-18.7189,205.576,14.4433,-1.28,-314.82925,-384.61125,-179.034925,0.48750000000000004
UKR,2020,-8.05864,6.41991,-62.3962,-18.7189,191.226,14.4433,-0.65,-218.34459999999999,-288.7995,-97.574075,0.48750000000000004
UKR,mean,-8.05864,6.41991,-62.3962,-18.7189,205.317,14.4794,-0.85,-239.43475,-309.88975,-104.57285999999999,0.48750000000000004
URY,2015,-4.59505,0.923012,-8.67808,-2.60342,15.9732,0.671044,-0.55,14.797452499999999,1.5243374999999997,17.4974675,0.37
URY,2016,-4.81264,1.3582,-8.67808,-2.60342,15.8962,0.657712,-0.16,-4.4344675,-17.925225,-2.0289627500000016,0.37
URY,2017,-4.30305,0.339009,-8.67808,-2.60342,15.8073,0.625123,-0.23,-3.6735299999999995,-16.654667500000002,-0.8473875,0.37
URY,2018,-4.16837,0.0696442,-8.67808,-2.60342,16.0268,0.625123,-0.78,-35.93609,-48.78255,-32.755725000000005,0.37
URY,2019,-4.17154,0.0760023,-8.67808,-2.60342,16.2907,0.671044,-0.57,-8.497234999999996,-21.346849999999996,-5.056102499999998,0.37
URY,2020,-4.41013,0.553173,-8.67808,-2.60342,15.0074,0.671044,-0.11,-41.82154999999999,-54.909749999999995,-39.902300000000004,0.37
URY,mean,-4.41013,0.553173,-8.67808,-2.60342,15.8336,0.653515,-0.55,-10.4004275,-23.488625,-7.655024999999998,0.37
USA,2015,-165.43,71.7453,-149.196,-44.7589,5363.77,102.467,-0.81,-1132.38375,-1447.0125,3916.7575,0.865
USA,2016,-174.684,53.2375,-149.196,-44.7589,5273.24,99.8012,0.04,-1475.7775000000001,-1799.6575,3473.5874999999996,0.865
USA,2017,-172.308,57.9894,-149.196,-44.7589,5211.76,99.0981,0.67,-1674.715,-1996.22,3215.545,0.865
USA,2018,-165.747,71.1117,-149.196,-44.7589,5370.48,99.0981,-0.2,-1220.7024999999999,-1535.645,3834.835,0.865
USA,2019,-194.005,14.5948,-149.196,-44.7589,5233.56,102.467,-0.38,-1469.965,-1813.165,3420.395,0.865
USA,2020,-174.435,53.7357,-149.196,-44.7589,4658.33,102.467,0.68,-1477.2050000000002,-1800.835,2857.495,0.865
USA,mean,-174.435,53.7357,-149.196,-44.7589,5185.19,100.9,0.16,-1500.9475,-1824.5774999999999,3360.6125,0.865
UZB,2015,-1.01482,1.7778,3.40667,1.022,97.2725,7.54578,0.46,9.39516,11.7870075,109.05955,0.20750000000000002
UZB,2016,-1.03074,1.74596,3.40667,1.022,101.032,7.80083,0.75,0.305145,2.6810624999999995,103.71307499999999,0.20750000000000002
UZB,2017,-1.01917,1.76912,3.40667,1.022,104.171,8.10771,-0.15,9.6641925,12.0516925,116.22200000000001,0.20750000000000002
UZB,2018,-1.01265,1.78215,3.40667,1.022,110.108,8.10771,0.69,16.682965,19.076975,129.1855,0.20750000000000002
UZB,2019,-1.0018,1.80386,3.40667,1.022,106.609,7.54578,0.41,0.7623075000000004,3.1671875,109.77624999999999,0.20750000000000002
UZB,2020,-1.01584,1.77578,3.40667,1.022,99.1997,7.54578,0.45,9.2811275,11.67196875,110.87152499999999,0.20750000000000002
UZB,mean,-1.01584,1.77578,3.40667,1.022,103.065,7.7756,0.43,4.450857500000001,6.8416809999999995,109.907,0.20750000000000002
VCT,2015,-1.95548e-06,3.91097e-06,0.0511004,0.0153301,0.26168,1.19507,0.42,-0.037609945,0.013488574999999997,0.275169,-0.015000000000000003
VCT,2016,-2.46638e-06,4.93275e-06,0.0511004,0.0153301,0.260774,1.19507,1.38,0.0756129415,0.12671090999999998,0.387485,-0.015000000000000003
VCT,2017,-2.48987e-06,4.97973e-06,0.0511004,0.0153301,0.260933,1.19507,0.38,-0.0683348,-0.01723685,0.24369600000000002,-0.015000000000000003
VCT,2018,-9.27828e-07,1.85566e-06,0.0511004,0.0153301,0.26622,1.19507,0.72,-0.047908975000000006,0.0031904275000000015,0.269411,-0.015000000000000003
VCT,2019,-1.83804e-06,3.67608e-06,0.0511004,0.0153301,0.27264,1.19507,0.41,-0.01880922075,0.032289375,0.304929,-0.015000000000000003
VCT,2020,-1.93552e-06,3.87104e-06,0.0511004,0.0153301,0.243518,1.19507,1.53,0.0428511875,0.093949675,0.33746774999999996,-0.015000000000000003
VCT,mean,-1.93552e-06,3.87104e-06,0.0511004,0.0153301,0.260961,1.19507,0.8,0.060736485,0.1118348,0.3727955,-0.015000000000000003
VEN,2015,-46.8401,29.6158,13.1396,3.94188,145.157,8.02901,1.35,277.6405,243.94012500000002,389.09749999999997,0.49250000000000005
VEN,2016,-45.6617,31.9727,13.1396,3.94188,135.721,7.6547,1.01,492.36749999999995,459.8455,595.56625,0.49250000000000005
VEN,2017,-48.7665,25.7631,13.1396,3.94188,119.606,6.89092,-0.47,21.090199999999996,-14.536622500000007,105.06924999999998,0.49250000000000005
VEN,2018,-50.5489,22.1982,13.1396,3.94188,101.269,6.89092,1.18,173.65635,136.246925,237.51625,0.49250000000000005
VEN,2019,-48.9437,25.4086,13.1396,3.94188,88.3785,8.02901,0.58,317.51574999999997,281.71175000000005,370.09025,0.49250000000000005
VEN,2020,-48.1522,26.9917,13.1396,3.94188,81.5556,8.02901,0.2,366.92775,331.915,413.471,0.49250000000000005
VEN,mean,-48.1522,26.9917,13.1396,3.94188,111.948,7.58726,1.13,267.10875,232.09625,344.04425,0.49250000000000005
VNM,2015,-26.9461,2.29375,-17.7695,-5.33086,185.497,16.2762,-0.93,4.878824999999999,-39.836875,145.65995,0.3225
VNM,2016,-30.4207,9.24296,-17.7695,-5.33086,198.286,16.2566,-0.86,53.235029999999995,5.044765,203.33025,0.3225
VNM,2017,-31.5225,11.4465,-17.7695,-5.33086,201.137,16.0917,-0.41,-29.31053,-78.602475,122.535,0.3225
VNM,2018,-29.3453,7.09216,-17.7695,-5.33086,247.705,16.0917,-0.41,-50.109224999999995,-97.22415000000001,150.48075,0.3225
VNM,2019,-27.3296,3.06063,-17.7695,-5.33086,272.137,16.2762,-1.18,-55.302575,-100.40169,171.73524999999998,0.3225
VNM,2020,-29.1129,6.62721,-17.7695,-5.33086,252.57,16.2762,-0.59,-12.254924999999998,-59.1373925,193.43325000000002,0.3225
VNM,mean,-29.1129,6.62721,-17.7695,-5.33086,226.222,16.2114,-1.16,-19.273475,-66.15590499999999,160.066,0.3225
VUT,2015,-0.191654,0.276084,0.00049176,0.000147528,0.947153,0.013332,0.51,-8.107985000000001,-8.299145000000001,-7.3519925,0.45000000000000007
VUT,2016,-0.229143,0.201105,0.00049176,0.000147528,1.01243,0.0148133,-0.25,-5.740102500000001,-5.968755,-4.9563250000000005,0.45000000000000007
VUT,2017,-0.217096,0.225199,0.00049176,0.000147528,1.03193,0.0140727,-0.11,-7.642917499999999,-7.859522500000001,-6.8275925,0.45000000000000007
VUT,2018,-0.225101,0.20919,0.00049176,0.000147528,1.27728,0.0140727,0.05,-8.3284275,-8.553035000000001,-7.2757575,0.45000000000000007
VUT,2019,-0.210392,0.238608,0.00049176,0.000147528,1.40556,0.013332,-0.18,-7.7326625,-7.942562499999999,-6.5369975,0.45000000000000007
VUT,2020,-0.214677,0.230037,0.00049176,0.000147528,1.28072,0.013332,0.05,-7.5912125,-7.8054025,-6.524679999999999,0.45000000000000007
VUT,mean,-0.214677,0.230037,0.00049176,0.000147528,1.15918,0.0138258,-0.12,-7.73343,-7.9476175,-6.788437500000001,0.45000000000000007
WSM,2015,-5.85796e-06,1.17159e-05,0.0414385,0.0124315,0.285908,1.19507,-0.02,-0.96985175,-0.92841975,-0.64251175,0.3375
WSM,2016,-7.38842e-06,1.47768e-05,0.0414385,0.0124315,0.305932,1.19507,-1.32,-0.552418,-0.510987,-0.205055425,0.3375
WSM,2017,-7.45879e-06,1.49176e-05,0.0414385,0.0124315,0.311653,1.19507,-0.19,-0.6978567499999999,-0.65642575,-0.34477225,0.3375
WSM,2018,-2.77945e-06,5.55891e-06,0.0414385,0.0124315,0.387432,1.19507,-1.54,-0.8142227500000001,-0.77278575,-0.38535418250000003,0.3375
WSM,2019,-5.50613e-06,1.10123e-05,0.0414385,0.0124315,0.42709,1.19507,-1.28,-0.46928800000000004,-0.427855,-0.0007647250000000078,0.3375
WSM,2020,-5.79815e-06,1.15963e-05,0.0414385,0.0124315,0.393207,1.19507,-1.21,-0.5111399999999999,-0.46970705,-0.076500275,0.3375
WSM,mean,-5.79815e-06,1.15963e-05,0.0414385,0.0124315,0.35187,1.19507,-1.23,-0.72182825,-0.68039375,-0.32852395,0.3375
YEM,2015,-0.32698,0.333508,8.32739,2.49822,31.174,1.3195,0.6,4.5327649999999995,12.5331525,43.70715,0.06249999999999999
YEM,2016,-0.293302,0.266151,8.32739,2.49822,32.2461,1.05767,0.9,2.862405,10.896497499999999,43.1426,0.06249999999999999
YEM,2017,-0.287627,0.254802,8.32739,2.49822,33.5747,1.01064,0.21,1.39814,9.437890000000001,43.0126,0.06249999999999999
YEM,2018,-0.385824,0.451195,8.32739,2.49822,34.2808,1.01064,0.11,-1.2080392500000001,6.7335225,41.014300000000006,0.06249999999999999
YEM,2019,-0.511713,0.702974,8.32739,2.49822,35.8227,1.3195,0.41,-0.3629105,7.4527625,43.275475,0.06249999999999999
YEM,2020,-0.361089,0.401726,8.32739,2.49822,31.5574,1.3195,0.14,-1.16404975,6.802250000000001,38.359674999999996,0.06249999999999999
YEM,mean,-0.361089,0.401726,8.32739,2.49822,33.1093,1.17291,0.48,0.2076159999999999,8.1739175,41.283225,0.06249999999999999
ZAF,2015,-8.60229,12.8831,3.07559,0.922677,471.844,27.337,1.08,94.16101,88.634335,560.47775,0.5974999999999999
ZAF,2016,-8.23862,13.6105,3.07559,0.922677,484.455,27.845,1.12,51.87473,46.71172075,531.16725,0.5974999999999999
ZAF,2017,-8.69882,12.6901,3.07559,0.922677,487.017,28.2354,0.88,-187.571625,-193.19495,293.8225,0.5974999999999999
ZAF,2018,-8.76784,12.552,3.07559,0.922677,493.031,28.2354,1.24,-3.3456999999999972,-9.037872499999999,483.9925,0.5974999999999999
ZAF,2019,-8.21479,13.6581,3.07559,0.922677,498.784,27.337,1.07,96.3277,91.18835,589.97225,0.5974999999999999
ZAF,2020,-8.50447,13.0788,3.07559,0.922677,463.875,27.337,0.25,-121.46650000000001,-126.89549999999998,336.97925,0.5974999999999999
ZAF,mean,-8.50447,13.0788,3.07559,0.922677,483.168,27.7211,0.89,-8.38315,-13.811950000000003,469.3555,0.5974999999999999
ZMB,2015,-12.4087,1.90326,-0.937714,-0.281314,5.71871,0.423661,-0.41,71.48765,58.1412375,63.85995,0.5025
ZMB,2016,-11.5286,3.66348,-0.937714,-0.281314,5.89169,0.462176,-1.1,49.44605,36.9798,42.871575,0.5025
ZMB,2017,-14.3404,1.96008,-0.937714,-0.281314,6.14503,0.636233,-0.64,-129.489925,-144.767975,-138.62295,0.5025
ZMB,2018,-12.9032,0.914245,-0.937714,-0.281314,6.33414,0.636233,-1.25,-1.3018824999999992,-15.142875,-8.808675,0.5025
ZMB,2019,-15.7578,4.79488,-0.937714,-0.281314,6.49915,0.423661,-1.49,121.22890000000001,104.53325,111.03235000000001,0.5025
ZMB,2020,-13.3877,2.64719,-0.937714,-0.281314,5.92253,0.423661,-0.54,-91.35150000000002,-105.67697000000001,-99.754325,0.5025
ZMB,mean,-13.3877,2.64719,-0.937714,-0.281314,6.08521,0.500938,-1.52,2.1210250000000004,-12.20445,-6.119225,0.5025
ZWE,2015,-4.03127,0.50524,1.33537,0.400611,12.4311,1.23099,-0.38,-37.04515,-39.74105,-27.309955000000002,0.48249999999999993
ZWE,2016,-3.45092,0.655448,1.33537,0.400611,12.7843,1.09359,-0.33,-22.36804,-24.48358,-11.699280000000002,0.48249999999999993
ZWE,2017,-4.82183,2.08636,1.33537,0.400611,13.393,1.04582,-1.18,-237.957,-241.44299999999998,-228.05,0.48249999999999993
ZWE,2018,-4.13612,0.714948,1.33537,0.400611,13.8462,1.04582,-0.83,-57.15885,-59.959625,-46.113392250000004,0.48249999999999993
ZWE,2019,-5.29851,3.03972,1.33537,0.400611,14.2439,1.23099,-0.59,-19.181275,-23.144425,-8.900535000000001,0.48249999999999993
ZWE,2020,-4.34773,1.40034,1.33537,0.400611,13.1479,1.23099,-1.09,-111.28742,-114.30000000000001,-101.15203,0.48249999999999993
ZWE,mean,-4.34773,1.40034,1.33537,0.400611,13.3077,1.14637,-1.56,-74.56390999999999,-77.57634999999999,-64.26869,0.48249999999999993
Region_ASEAN,2015,-440.586,168.376,-162.232,-48.6695,1494.23,108.505,-0.35,1976.665,1373.848,2868.08,0.4475
Region_ASEAN,2016,-475.94,97.6666,-162.232,-48.6695,1576.68,114.352,-0.41,1472.7350000000001,834.564,2411.245,0.4475
Region_ASEAN,2017,-515.903,17.7418,-162.232,-48.6695,1551.55,114.654,-0.05,500.11300000000006,-178.02165000000002,1373.52775,0.4475
Region_ASEAN,2018,-481.933,85.6822,-162.232,-48.6695,1675.36,114.654,0.68,501.49875000000003,-142.66575,1532.695,0.4475
Region_ASEAN,2019,-438.459,172.629,-162.232,-48.6695,1758.34,108.505,-1.07,1125.5515,524.8587,2283.1975,0.4475
Region_ASEAN,2020,-470.564,108.419,-162.232,-48.6695,1626.98,108.505,-0.73,1170.9630000000002,538.16425,2165.145,0.4475
Region_ASEAN,mean,-470.564,108.419,-162.232,-48.6695,1613.86,111.529,-0.57,1064.631,431.83622499999996,2045.6975,0.4475
Region_AU,2015,-350.003,73.039,132.527,39.758,1349.51,95.0908,1.61,2790.13825,2572.66425,3922.1749999999997,0.41750000000000004
Region_AU,2016,-377.327,18.3909,132.527,39.758,1388.71,97.484,1.55,4306.355,4061.5550000000003,5450.255,0.41750000000000004
Region_AU,2017,-378.46,16.1245,132.527,39.758,1435.82,101.687,2.37,1770.6381375,1524.70475,2960.5225,0.41750000000000004
Region_AU,2018,-384.015,5.01408,132.527,39.758,1470.03,101.687,1.14,1221.47325,969.985,2440.01625,0.41750000000000004
Region_AU,2019,-381.887,9.27153,132.527,39.758,1493.73,95.0908,1.04,2581.09,2331.73,3825.4649999999997,0.41750000000000004
Region_AU,2020,-374.338,24.368,132.527,39.758,1379.76,95.0908,0.28,1102.615,860.80105,2240.56,0.41750000000000004
Region_AU,mean,-374.338,24.368,132.527,39.758,1419.59,97.6884,1.24,2402.65,2160.8379999999997,3580.43,0.41750000000000004
Region_AU_North,2015,-14.9184,11.4054,73.9721,22.1916,629.85,40.0668,-0.51,-109.048275,-49.994542499999994,579.855,0.1375
Region_AU_North,2016,-12.9765,7.52141,73.9721,22.1916,648.642,40.9526,-0.17,-51.898875000000004,9.096775000000003,657.7384999999999,0.1375
Region_AU_North,2017,-14.1738,9.91601,73.9721,22.1916,682.001,43.4083,-0.54,-102.94187500000001,-43.143672499999994,638.85725,0.1375
Region_AU_North,2018,-13.9629,9.49428,73.9721,22.1916,702.269,43.4083,-0.43,-87.6628,-27.6536625,674.615,0.1375
Region_AU_North,2019,-14.1499,9.86825,73.9721,22.1916,713.279,40.0668,-0.51,-93.59740000000001,-33.7752,679.5035,0.1375
Region_AU_North,2020,-14.0363,9.64106,73.9721,22.1916,658.56,40.0668,0.29,-47.859300000000005,12.0765,670.637,0.1375
Region_AU_North,mean,-14.0363,9.64106,73.9721,22.1916,672.433,41.3283,-0.23,-74.693375,-14.75753,657.6757499999999,0.1375
Region_AU_South,2015,-64.4368,31.4196,12.0691,3.62074,525.711,34.0615,0.06,297.242,244.874,770.5854999999999,0.505
Region_AU_South,2016,-62.5168,35.2597,12.0691,3.62074,539.878,34.7905,-0.01,114.966025,64.51814999999999,604.39625,0.505
Region_AU_South,2017,-69.4871,21.319,12.0691,3.62074,544.776,35.7519,-0.63,-1412.9405,-1470.3574999999998,-925.5842499999999,0.505
Region_AU_South,2018,-67.7282,24.8368,12.0691,3.62074,552.575,35.7519,-0.32,-213.80767499999996,-269.4667,283.10825,0.505
Region_AU_South,2019,-74.1097,12.0739,12.0691,3.62074,559.896,34.0615,-0.54,459.65675,397.61625,957.51225,0.505
Region_AU_South,2020,-67.6557,24.9818,12.0691,3.62074,520.078,34.0615,-1.47,-635.1722500000001,-690.758,-170.6805,0.505
Region_AU_South,mean,-67.6557,24.9818,12.0691,3.62074,540.486,34.7465,-0.8,-196.46175,-252.04857500000003,288.43745,0.505
Region_AU_West,2015,-95.4806,10.9368,28.9664,8.68991,99.4832,10.8169,1.47,1182.476,1115.9625,1215.44325,0.26749999999999996
Region_AU_West,2016,-120.565,39.2327,28.9664,8.68991,102.372,11.3465,1.31,1507.71575,1416.116,1518.489,0.26749999999999996
Region_AU_West,2017,-114.637,27.3769,28.9664,8.68991,106.946,11.7171,4.59,1212.21925,1126.5465,1233.4904999999999,0.26749999999999996
Region_AU_West,2018,-101.99,2.08272,28.9664,8.68991,110.355,11.7171,2.05,978.3677500000001,905.3417499999999,1015.7004999999999,0.26749999999999996
Region_AU_West,2019,-105.258,8.61808,28.9664,8.68991,113.344,10.8169,1.62,845.902875,769.6062,882.95335,0.26749999999999996
Region_AU_West,2020,-107.586,17.6494,28.9664,8.68991,104.207,10.8169,1.76,1368.7034999999998,1290.0835,1394.28775,0.26749999999999996
Region_AU_West,mean,-107.586,17.6494,28.9664,8.68991,106.118,11.2052,2.35,1189.5484999999999,1110.9284499999999,1217.048,0.26749999999999996
Region_AU_East,2015,-89.3991,5.19149,13.089,3.92669,52.6775,7.69219,1.62,1613.32825,1537.0182499999999,1589.6899999999998,0.43000000000000005
Region_AU_East,2016,-89.0456,4.48435,13.089,3.92669,54.227,7.93328,1.7,1761.9337500000001,1685.9772500000001,1740.204,0.43000000000000005
Region_AU_East,2017,-89.7572,5.90762,13.089,3.92669,56.6315,8.42508,1.51,1423.304,1346.6345000000001,1403.2647499999998,0.43000000000000005
Region_AU_East,2018,-106.562,39.5175,13.089,3.92669,58.345,8.42508,1.27,840.244,746.770025,805.115,0.43000000000000005
Region_AU_East,2019,-94.0604,14.5141,13.089,3.92669,59.8362,7.69219,1.51,1165.4395,1084.46875,1144.3055,0.43000000000000005
Region_AU_East,2020,-93.7649,13.923,13.089,3.92669,53.6912,7.69219,0.41,732.6969999999999,652.021,705.712,0.43000000000000005
Region_AU_East,mean,-93.7649,13.923,13.089,3.92669,55.9014,7.97667,1.4,1225.353,1144.6765,1200.57925,0.43000000000000005
Region_AU_Central,2015,-85.768,47.2794,4.38379,1.31514,41.6654,2.4534,-0.09,240.04862500000002,158.6645,200.32975000000002,0.43250000000000005
Region_AU_Central,2016,-92.2228,34.3698,4.38379,1.31514,43.4614,2.46113,-0.37,1303.3737500000002,1215.534,1258.99425,0.43250000000000005
Region_AU_Central,2017,-90.4047,38.006,4.38379,1.31514,45.331,2.38476,0.44,559.19525,473.175,518.506,0.43250000000000005
Region_AU_Central,2018,-93.7718,31.2718,4.38379,1.31514,46.3518,2.38476,-0.42,-80.9965,-170.3845,-124.03275000000001,0.43250000000000005
Region_AU_Central,2019,-94.3087,30.1981,4.38379,1.31514,47.2393,2.4534,-0.52,426.02625,336.10275,383.342,0.43250000000000005
Region_AU_Central,2020,-91.2952,36.225,4.38379,1.31514,43.1042,2.4534,-0.34,75.452925,-11.458807500000006,31.64580000000001,0.43250000000000005
Region_AU_Central,mean,-91.2952,36.225,4.38379,1.31514,44.5255,2.43181,-0.05,450.94607500000006,364.03450000000004,408.55999999999995,0.43250000000000005
Region_CELAC_wBrazil,2015,-917.851,129.4,-243.174,-72.9522,1848.56,169.26,-0.58,1834.88,673.85375,2522.4125000000004,0.555
Region_CELAC_wBrazil,2016,-866.154,232.794,-243.174,-72.9522,1860.73,169.318,-0.06,1891.4475,782.11925,2642.8475,0.555
Region_CELAC_wBrazil,2017,-916.159,132.785,-243.174,-72.9522,1851.3,165.82,-1.38,-34.342749999999995,-1193.67675,657.6270000000001,0.555
Region_CELAC_wBrazil,2018,-930.143,104.817,-243.174,-72.9522,1813.72,165.82,-0.46,-596.1955,-1769.514,44.21112499999998,0.555
Region_CELAC_wBrazil,2019,-918.448,128.208,-243.174,-72.9522,1792.14,169.26,-1.98,439.5955,-722.0257499999999,1070.11625,0.555
Region_CELAC_wBrazil,2020,-909.751,145.601,-243.174,-72.9522,1638.41,169.26,0.09,1520.364,367.44025,2005.85,0.555
Region_CELAC_wBrazil,mean,-909.751,145.601,-243.174,-72.9522,1800.81,168.123,-1.87,898.316325,-254.60999999999999,1546.1992500000001,0.555
Region_ECO,2015,-55.5149,0.581485,44.4415,13.3325,1662.13,88.1335,0.82,105.82575,94.75207499999999,1756.8799999999999,0.2925
Region_ECO,2016,-49.1834,13.2445,44.4415,13.3325,1749.11,93.409,0.94,56.32775,51.586,1800.6950000000002,0.2925
Region_ECO,2017,-48.4775,14.6563,44.4415,13.3325,1875.65,102.156,0.19,350.20272499999993,346.16697500000004,2221.82,0.2925
Region_ECO,2018,-44.1719,23.2676,44.4415,13.3325,1966.92,102.156,0.95,311.057675,311.32734999999997,2278.2425000000003,0.2925
Region_ECO,2019,-48.664,14.2832,44.4415,13.3325,1986.27,88.1335,0.7,25.453000000000003,21.230500000000006,2007.5,0.2925
Region_ECO,2020,-49.2023,13.2066,44.4415,13.3325,1843.82,88.1335,0.69,284.622625,279.861925,2123.685,0.2925
Region_ECO,mean,-49.2023,13.2066,44.4415,13.3325,1847.32,93.687,0.84,156.73825,151.97725,1999.2949999999998,0.2925
Region_Europe,2015,-225.395,106.989,19.0921,5.72764,3934.19,131.014,-0.63,-1648.3125,-1854.615,2079.5775,0.425
Region_Europe,2016,-220.765,97.7285,19.0921,5.72764,3952.77,132.149,-0.34,-1931.22,-2132.8925,1819.88,0.425
Region_Europe,2017,-201.745,59.6894,19.0921,5.72764,3959.39,133.673,-0.92,-1825.985,-2008.635,1950.7549999999999,0.425
Region_Europe,2018,-223.542,103.284,19.0921,5.72764,3913.79,133.673,-0.57,-1652.4455,-1856.895,2056.9,0.425
Region_Europe,2019,-201.839,59.8767,19.0921,5.72764,3787.28,131.014,-1.0,-2089.06,-2271.81,1515.4737499999999,0.425
Region_Europe,2020,-214.657,85.5135,19.0921,5.72764,3449.31,131.014,-0.29,-1908.205,-2103.7675,1345.543,0.425
Region_Europe,mean,-214.657,85.5135,19.0921,5.72764,3832.79,132.09,-0.68,-1893.7075,-2089.275,1743.5149999999999,0.425
Region_EU,2015,-148.477,78.9706,49.8698,14.9609,3069.96,97.1588,-0.6,-1244.5880000000002,-1343.195,1726.7675,0.445
Region_EU,2016,-143.769,69.554,49.8698,14.9609,3106.63,98.2091,-0.17,-1434.6374999999998,-1528.5375,1578.09,0.445
Region_EU,2017,-129.379,40.7747,49.8698,14.9609,3128.82,100.202,-0.31,-1342.8925,-1422.4025,1706.4125,0.445
Region_EU,2018,-149.374,80.766,49.8698,14.9609,3079.61,100.202,-0.77,-1176.63775,-1276.14625,1803.4624999999999,0.445
Region_EU,2019,-129.097,40.2114,49.8698,14.9609,2964.7,97.1588,-0.84,-1452.16675,-1531.39625,1433.30275,0.445
Region_EU,2020,-140.019,62.0553,49.8698,14.9609,2702.11,97.1588,-0.42,-1397.5299999999997,-1487.68,1214.4315,0.445
Region_EU,mean,-140.019,62.0553,49.8698,14.9609,3008.64,98.3483,-0.89,-1377.68525,-1467.835,1540.8024999999998,0.445
Region_SAARC,2015,-229.22,142.531,-11.284,-3.3852,2675.22,167.8,-0.14,-200.197,-440.70074999999997,2234.5175,0.40499999999999997
