IPCC_annex,C_group_IM24_sh,Country_code_A3,Name,ipcc_code_2006_for_standard_report,ipcc_code_2006_for_standard_report_name,Substance,fossil_bio,Y_1970,Y_1971,Y_1972,Y_1973,Y_1974,Y_1975,Y_1976,Y_1977,Y_1978,Y_1979,Y_1980,Y_1981,Y_1982,Y_1983,Y_1984,Y_1985,Y_1986,Y_1987,Y_1988,Y_1989,Y_1990,Y_1991,Y_1992,Y_1993,Y_1994,Y_1995,Y_1996,Y_1997,Y_1998,Y_1999,Y_2000,Y_2001,Y_2002,Y_2003,Y_2004,Y_2005,Y_2006,Y_2007,Y_2008,Y_2009,Y_2010,Y_2011,Y_2012,Y_2013,Y_2014,Y_2015,Y_2016,Y_2017,Y_2018,Y_2019,Y_2020,Y_2021,Y_2022
Non-Annex_I,Western_Africa,GMB,Gambia,3.A.1,Enteric Fermentation,CH4,fossil,9.3396808,9.768,10.156,10.3734,10.5933,10.8132,10.96396,11.0918,11.19342,11.28974,11.392796,11.5199,11.65364,11.661,11.4036,11.8418,12.063,12.4382,12.678381,12.99389,12.672262,13.3794848,13.3839296,13.4605538,13.473723,13.4924146,13.3514812,13.5217982,13.6110322,13.6871682,13.6559058,12.9092572,13.2731596,15.9426,16.399392,16.63384,16.895512,17.19996,17.5892,18.01492,17.8407464,16.3635752,15.1016226,16.6334244,18.1875394,18.6733532,17.3958374,18.0074172,18.297904,18.407958,18.5112596,18.47884088,18.44689851
Non-Annex_I,Western_Africa,GMB,Gambia,3.A.2,Manure Management,CH4,fossil,0.336183,0.35208,0.366715,0.37595,0.385805,0.3959,0.403875,0.40927,0.415765,0.42214,0.428925,0.43737,0.446125,0.45048,0.447295,0.46743,0.47698,0.49247,0.49997013,0.51285805,0.49379367,0.51506194,0.51513462,0.52356374,0.52605364,0.52378844,0.4998843,0.51966352,0.52440978,0.52974205,0.52297384,0.50481228,0.5209569,0.61035,0.63396,0.65009,0.66718,0.69665,0.7221244,0.733762,0.7317084,0.66427756,0.60527516,0.62965055,0.68523417,0.705321,0.66846689,0.6891886,0.70012086,0.70453701,0.70692161,0.707241732,0.70762003
Non-Annex_I,Western_Africa,GMB,Gambia,3.C.7,Rice cultivations,CH4,fossil,5.907760147,5.830996337,4.733068023,3.76800974,4.32998332,4.348638632,4.38435564,4.20881771,4.279471087,3.149248005,3.937608943,4.969158723,4.78820096,2.565237873,1.808539847,2.031675305,2.514300369,2.588421362,3.069321933,2.206639668,2.254853873,2.039356252,1.671527059,1.207402257,1.889985908,2.168863827,2.352222666,1.719428235,1.857493867,1.897535963,1.95977782,1.7816162,1.272583,1.465379325,2.0361328,2.274487596,2.33480803,2.113505846,4.3267822,9.2898559,10.96330255,5.348157316,8.092609814,8.447405954,8.435443674,10.84177087,8.38632197,8.380468088,6.33746334,8.2717895,8.2717895,8.2717895,8.2717895
Non-Annex_I,Western_Africa,GMB,Gambia,4.A,Solid Waste Disposal,CH4,fossil,0.142565529,0.175182598,0.191484913,0.209084574,0.22779028,0.247437298,0.26571411,0.284495052,0.304346979,0.325699336,0.348984412,0.376175215,0.405963821,0.438549346,0.474527504,0.514371611,0.561322584,0.613432736,0.669508494,0.727961554,0.787364366,0.84425594,0.902905408,0.962232177,1.013187308,1.067287497,1.126467626,1.200811963,1.274739954,1.366129058,1.461452875,1.562289542,1.614769667,1.72532411,1.852777212,1.932181561,2.017012032,2.126124525,2.25997576,2.409713639,2.569802002,2.630582801,2.777694628,2.937716566,3.039884616,3.215141991,3.325639433,3.479918826,3.673737908,3.814633208,3.960932128,4.109787082,4.264236122
Non-Annex_I,Western_Africa,GMB,Gambia,4.C,Incineration and Open Burning of Waste,CH4,fossil,0.008247409,0.00855911,0.008902557,0.009272362,0.009659986,0.010059928,0.010467924,0.010889969,0.011331782,0.011801236,0.012305712,0.012850541,0.013434092,0.014066362,0.014760344,0.015524999,0.016378053,0.017310468,0.018305539,0.019337115,0.020384908,0.021434103,0.022494112,0.023575518,0.024697404,0.025875882,0.027098072,0.028376735,0.02971468,0.031115023,0.032580177,0.034101221,0.03569455,0.037358551,0.039088086,0.040880514,0.042718436,0.044626988,0.005897584,0.048576017,0.050626206,0.052228861,0.053877147,0.055491371,0.057147027,0.058842786,0.060701741,0.06260937,0.064565648,0.065488565,0.066424675,0.067941052,0.069492047
Non-Annex_I,Western_Africa,GMB,Gambia,4.D,Wastewater Treatment and Discharge,CH4,fossil,2.026632998,2.093459692,2.168975199,2.247349142,2.318218255,2.389410194,2.464511942,2.540070773,2.619759457,2.706508535,2.802937291,2.905585228,3.01752907,3.141631209,3.283002376,3.441241224,3.612650642,3.800383812,3.996340179,4.190253311,4.373927109,4.533725409,4.684953235,4.826625019,4.95873561,5.094347744,5.240375117,5.392772349,5.550722824,5.717935247,5.894941655,6.084639037,6.286954206,6.497453873,6.704235869,6.91227083,7.185987046,7.471135324,7.717808765,7.972446047,8.23438826,8.503540687,8.783420837,9.068981693,9.362818564,9.659419345,9.966534151,10.27766381,10.59558569,10.91790304,11.24462451,11.57925559,11.91486718
Non-Annex_I,Western_Africa,GNB,Guinea-Bissau,1.A.1.a,Main Activity Electricity and Heat Production,CH4,bio,,,,,,,,,,,,,,,,,,,,,0.000717858,0.000850326,0.002919729,0.003755784,0.003802361,0.003849927,0.004047859,0.004183195,0.004448017,0.005944413,0.006161188,0.00614192,0.006079264,0.006195644,0.00634081,0.005886152,0.005930087,0.005597035,0.00585206,0.00592591,0.005922616,0.002196323,0.002097121,0.002218435,0.002399013,0.002251816,0.002241385,0.002287408,0.002266872,0.002243481,0.002266365,0.002292999,0.002292999
Non-Annex_I,Western_Africa,GNB,Guinea-Bissau,1.A.2,Manufacturing Industries and Construction,CH4,bio,0.007494185,0.007642455,0.008482153,0.009291223,0.009219182,0.010216762,0.011812838,0.013058215,0.014598539,0.015395944,0.017029968,0.018624815,0.019532378,0.019364857,0.01861923,0.018123906,0.020915697,0.021731404,0.022776385,0.021474025,0.022310803,0.02317362,0.02088961,0.018853805,0.020612112,0.02094564,0.020690693,0.020019942,0.020437213,0.006446039,0.006779934,0.006550899,0.007909844,0.008016775,0.007977031,0.008308096,0.007540082,0.008554707,0.009043853,0.008328503,0.008044275,0.008876364,0.009609805,0.009363454,0.008864091,0.008877592,0.008442923,0.008407724,0.008343904,0.008249407,0.008369878,0.008467821,0.008467821
Non-Annex_I,Western_Africa,GNB,Guinea-Bissau,1.A.4,Residential and other sectors,CH4,bio,3.585540115,3.65632311,3.811502504,3.941505988,4.115172926,4.451989542,4.764740771,5.185016545,5.440259871,5.784280314,6.336205677,6.41993643,6.654872407,6.890877259,6.950433338,7.149248301,7.369152916,7.542074541,7.674471709,7.886674493,7.912047508,7.980505384,7.797554766,7.764931672,7.582058767,7.955689696,7.935783254,7.876208561,8.199029402,9.2676744,9.619864995,9.638618244,9.772479047,10.04181856,10.41971996,10.86669579,11.01849862,11.30710589,11.43466408,11.68222912,11.9309267,12.1594109,12.4657314,12.65192557,12.97005425,13.20098957,13.47393609,13.72684189,13.98081421,14.08626681,14.62204573,14.79585899,14.79585899
Non-Annex_I,Western_Africa,GNB,Guinea-Bissau,1.B.1,Solid Fuels,CH4,bio,0.206908894,0.207883175,0.212279995,0.219245764,0.223426555,0.23325653,0.243610835,0.272996109,0.275416447,0.293706691,0.34334235,0.338382366,0.340912983,0.349467909,0.34536481,0.355107586,0.368475985,0.37358985,0.370221691,0.38043682,1.407211738,1.45825896,1.498923892,1.535763341,1.54709093,1.594201753,1.625280778,1.664160163,1.753247593,1.872649452,1.982709472,1.997133033,2.070897378,2.116776551,2.188449019,2.231100373,2.272864555,2.239031489,2.279481872,2.352537001,2.42477148,2.49894879,2.581689533,2.62691577,2.671153843,2.680579711,2.741149158,2.771463578,2.826086864,2.92495159,3.046641906,3.116216707,3.116216707
Non-Annex_I,Western_Africa,GNB,Guinea-Bissau,3.C.1,Emissions from biomass burning,CH4,bio,0.11154534,0.102546546,0.113178097,0.114282357,0.143562544,0.200118172,0.234861076,0.228559291,0.175668892,0.188993685,0.195919031,0.261092373,0.363817763,0.323052946,0.291660214,0.227561321,0.224924105,0.21218815,0.204167273,0.220780703,0.241752866,0.247625011,0.251586665,0.256677178,0.265157833,0.278057659,0.258055721,0.237887235,0.23458911,0.256663945,0.287986521,0.273162875,0.260718504,0.256564565,0.274658275,0.298290223,0.304993909,0.291867607,0.327449472,0.352405204,0.375672127,0.340160314,0.396715832,0.43840943,0.323308888,0.382801041,0.403729788,0.377127273,0.394869273,0.423635286,0.432278463,0.461730055,0.460524977
Non-Annex_I,Western_Africa,GNB,Guinea-Bissau,1.A.1.a,Main Activity Electricity and Heat Production,CH4,fossil,5.78E-06,5.78E-06,7.06E-06,7.06E-06,6.08E-06,9.24E-06,0.00014322,0.000139113,0.000143603,0.000153028,0.000237711,0.000287238,0.000301157,0.000350308,0.000512548,0.000567054,0.000543854,0.000943223,0.0010295,0.000728531,0.00127453,0.001643888,0.001399966,0.001518867,0.001453279,0.001463542,0.001492561,0.001527152,0.001730558,0.001691103,0.001543986,0.001653671,0.00173768,0.001992286,0.001973786,0.002020748,0.002081591,0.00201874,0.001860021,0.002033493,0.002002317,0.002355914,0.002368964,0.002476501,0.002458525,0.002581852,0.002534221,0.002052898,0.002013079,0.001902728,0.001928216,0.002085869,0.002182886
Non-Annex_I,Western_Africa,GNB,Guinea-Bissau,1.A.1.bc,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,CH4,fossil,1.90E-05,1.90E-05,1.96E-05,1.96E-05,2.19E-05,1.90E-05,1.99E-05,2.14E-05,2.27E-05,2.61E-05,2.94E-05,9.84E-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Non-Annex_I,Western_Africa,GNB,Guinea-Bissau,1.A.2,Manufacturing Industries and Construction,CH4,fossil,0.000741906,0.000741906,0.000751107,0.000741969,0.000820123,0.000808662,0.000672971,0.000578692,0.000609629,0.000752384,0.000659386,0.000594709,0.000421621,0.000474417,0.000526035,0.000655208,0.000649751,0.00250701,0.002042674,0.001759365,0.000689233,0.000899282,0.000808556,0.00081717,0.000850531,0.000818694,0.000877937,0.000939938,0.000944196,0.000908931,0.000957862,0.00090885,0.000941808,0.001182821,0.001215952,0.001289328,0.001467671,0.001628352,0.001555176,0.001492883,0.001929982,0.002183629,0.002130876,0.001937669,0.002191765,0.002473789,0.002174332,0.001920768,0.002221894,0.002370395,0.002402123,0.002598523,0.002719384
Non-Annex_I,Western_Africa,GNB,Guinea-Bissau,1.A.3.a,Civil Aviation,CH4,fossil,8.61E-06,8.61E-06,8.44E-06,8.94E-06,9.27E-06,1.01E-05,8.77E-06,8.77E-06,9.95E-06,1.94E-05,2.01E-05,2.05E-05,1.55E-05,1.67E-05,2.54E-05,2.24E-05,2.26E-05,5.01E-05,5.12E-05,8.51E-05,4.47E-05,5.96E-05,5.00E-05,5.24E-05,5.79E-05,6.86E-05,7.23E-05,8.09E-05,8.43E-05,8.61E-05,7.54E-05,6.74E-05,6.91E-05,7.85E-05,8.35E-05,7.89E-05,7.24E-05,8.38E-05,7.84E-05,8.65E-05,8.67E-05,2.27E-05,2.21E-05,1.92E-05,2.06E-05,1.64E-05,1.76E-05,1.35E-05,1.27E-05,1.29E-05,1.31E-05,1.52E-05,1.88E-05
Non-Annex_I,Western_Africa,GNB,Guinea-Bissau,1.A.3.b_noRES,Road Transportation no resuspension,CH4,fossil,0.001546097,0.001508525,0.001617018,0.001799561,0.001738463,0.002269694,0.003301806,0.004416624,0.004605867,0.004665718,0.004891934,0.005281875,0.005090108,0.005319341,0.007216754,0.00748669,0.006927522,0.011417684,0.01869066,0.016698569,0.020214549,0.02546847,0.022607061,0.024411584,0.024213089,0.024596916,0.023387451,0.023629957,0.023385111,0.024247097,0.021248299,0.021121558,0.022227809,0.026243645,0.026661137,0.02756269,0.029215974,0.032286508,0.030471868,0.033509349,0.03290616,0.034066592,0.033434539,0.035849773,0.036002307,0.038656393,0.04172145,0.032143155,0.031645374,0.03440202,0.034862836,0.037713256,0.039467361
Non-Annex_I,Western_Africa,GNB,Guinea-Bissau,1.A.3.c,Railways,CH4,fossil,,,,,1.36E-06,1.36E-06,1.36E-06,,1.36E-06,1.36E-06,1.36E-06,1.36E-06,1.40E-06,1.43E-06,1.89E-06,2.07E-06,1.87E-06,3.10E-06,3.30E-06,3.05E-06,3.63E-06,4.40E-06,3.90E-06,4.13E-06,4.02E-06,4.00E-06,3.78E-06,3.81E-06,3.67E-06,,,,,,1.04E-05,1.05E-05,1.05E-05,1.04E-05,9.57E-06,3.22E-05,5.49E-05,9.12E-05,0.000108051,0.000177276,0.000251614,0.000246301,0.000247734,0.000183717,0.000185108,0.000183275,0.000185731,0.000200916,0.000210261
Non-Annex_I,Western_Africa,GNB,Guinea-Bissau,1.A.3.d,Water-borne Navigation,CH4,fossil,,,,,,,,,2.29E-06,2.29E-06,4.58E-06,4.60E-06,4.73E-06,4.81E-06,6.37E-06,6.99E-06,3.16E-06,5.23E-06,,,,,,,,,,,,,,,5.30E-06,4.19E-05,5.84E-05,5.89E-05,5.89E-05,5.28E-05,4.84E-05,4.35E-05,7.20E-05,7.41E-05,6.97E-05,7.07E-05,6.98E-05,6.23E-05,6.62E-05,4.74E-05,4.61E-05,4.66E-05,4.72E-05,5.42E-05,7.34E-05
Non-Annex_I,Western_Africa,GNB,Guinea-Bissau,1.A.3.e,Other Transportation,CH4,fossil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000200305,0.000133752,8.08E-05,,,,,,,,,,,,,,,,
Non-Annex_I,Western_Africa,GNB,Guinea-Bissau,1.A.4,Residential and other sectors,CH4,fossil,8.93E-05,8.93E-05,9.77E-05,0.00010096,9.90E-05,0.000246459,0.000324438,0.000378943,0.000427451,0.00046832,0.000479762,0.000547539,0.000639824,0.000658981,0.000941524,0.001047941,0.000913369,0.001563704,0.001462474,0.001175631,0.0020888,0.002574806,0.002347102,0.002494859,0.002468763,0.002541562,0.002409557,0.00249236,0.00235791,0.002501815,0.002175416,0.002384238,0.002492737,0.002875611,0.002800723,0.002407663,0.002391071,0.002544883,0.002131597,0.002116276,0.001959764,0.002264726,0.002152433,0.002013112,0.002120414,0.002059519,0.002180339,0.001731068,0.001640849,0.001614591,0.001667274,0.001803592,0.00188748
Non-Annex_I,Western_Africa,GNB,Guinea-Bissau,1.A.5,Non-Specified,CH4,fossil,0.002250536,0.002250536,0.0021142,0.002255211,0.002440226,0.002338177,0.002046136,0.002158921,0.001924185,0.002215094,0.001801117,0.001381276,0.001403953,0.001499452,0.001652242,0.001943095,0.001108446,0.003846568,0.004229056,0.00525175,0.001085466,0.001386062,0.001225248,0.001347228,0.001577115,0.001487014,0.001455151,0.001680697,0.001405276,0.001311165,0.001127997,0.001311005,0.00121176,0.001406915,0.001358355,0.001243288,0.001164038,0.001023587,0.00075959,0.000531531,0.000972237,0.000542668,0.001092381,0.000983834,0.001101223,0.000864082,0.001705823,0.000839808,0.000463227,0.000629892,0.000638321,0.000690487,0.000722534
Non-Annex_I,Western_Africa,GNB,Guinea-Bissau,1.B.2,Oil and Natural Gas,CH4,fossil,3.71E-05,3.71E-05,4.20E-05,3.09E-05,3.73E-05,3.41E-05,3.41E-05,7.68E-06,3.35E-05,3.97E-05,5.19E-05,4.15E-05,2.47E-05,3.06E-05,3.38E-05,3.60E-05,6.81E-05,0.000156358,0.000168132,0.000141931,7.80E-05,9.55E-05,5.47E-05,5.67E-05,5.39E-05,5.28E-05,4.82E-05,4.69E-05,5.30E-05,5.14E-05,6.65E-05,5.21E-05,6.35E-05,6.56E-05,8.15E-05,8.17E-05,8.54E-05,6.33E-05,6.33E-05,4.74E-05,4.74E-05,4.99E-05,4.99E-05,4.99E-05,3.33E-05,4.99E-05,4.99E-05,5.66E-05,5.99E-05,5.99E-05,6.01E-05,6.01E-05,6.21E-05
Non-Annex_I,Western_Africa,GNB,Guinea-Bissau,3.A.1,Enteric Fermentation,CH4,fossil,8.5263,8.769,9.0084,9.2561,9.4908,9.7385,10.0162,10.2999,10.5976,10.8783,11.1431,11.4169,11.68105,11.9352,12.185,12.4278,12.7391,13.3367,14.019,15.0105,15.397425,15.4598872,15.9617001,16.4292,16.8390554,17.2351245,17.6629,18.1027523,18.534,18.9864,19.3665984,19.4616,19.475,19.6984,19.7051,20.806166,21.765431,22.856108,24.007929,25.044574,26.1089099,26.683106,26.7917,27.4435,27.6083961,27.9303132,28.2604744,28.1291448,28.5937872,29.11693,29.6558752,30.0009876,30.35048763
Non-Annex_I,Western_Africa,GNB,Guinea-Bissau,3.A.2,Manure Management,CH4,fossil,0.45631,0.47043,0.48411,0.49843,0.51451,0.52923,0.54999,0.57215,0.59571,0.61751,0.6359405,0.653331,0.6675015,0.681552,0.6940225,0.708293,0.72420367,0.74931,0.772786,0.806582,0.81986464,0.8243534,0.8522055,0.8780915,0.9005015,0.9186615,0.9412715,0.9666315,0.9865915,1.0089815,1.0204715,1.0314315,1.0334315,1.0505315,1.0515315,0.93317898,0.99727134,1.06979654,1.1493967,1.23106698,1.32099286,1.41059102,1.413058,1.438277,1.448677,1.45636842,1.46516059,1.46772245,1.49692235,1.52322516,1.53475506,1.550432388,1.566297022
Non-Annex_I,Western_Africa,GNB,Guinea-Bissau,3.C.7,Rice cultivations,CH4,fossil,6.256674,6.1753765,6.500350933,7.01491175,9.885806667,14.62546625,17.306667,15.16691067,11.212588,11.049993,10.887398,16.0872045,25.1732624,20.799226,17.06169667,10.074423,9.085842333,8.124360833,7.796333354,8.582004758,9.276883747,9.316618882,9.684371732,9.327573591,9.370277162,9.839795695,9.033954685,8.123283,7.999562693,8.837838733,9.499832095,8.770642036,8.6535644,8.2717895,8.2717895,8.2717895,8.2717895,8.919152472,10.46025049,11.36480248,12.79073173,11.88821587,14.54180594,17.1798705,10.8169555,13.90907767,15.16473532,13.49726981,14.43974478,15.44279471,15.16244467,15.16244467,15.16244467
Non-Annex_I,Western_Africa,GNB,Guinea-Bissau,4.A,Solid Waste Disposal,CH4,fossil,0.427201179,0.501934044,0.518941088,0.536030536,0.55202554,0.566076882,0.585121578,0.603120744,0.620458622,0.639474336,0.662190473,0.721514737,0.79222552,0.869841122,0.953084828,1.040622816,1.143730246,1.253645877,1.369300379,1.491579486,1.621333876,1.737021483,1.830570802,1.930479303,2.042861668,2.168366222,2.332903576,2.469063006,2.257049541,2.289323849,2.405928694,2.505441875,2.573559537,2.656115929,2.767482888,2.904672101,3.029568676,3.168090338,3.314926684,3.471025483,3.652227531,3.893694132,4.009138305,4.18567504,4.342559412,4.586600534,4.827329952,5.068800185,5.278235527,5.484073617,5.697938881,5.918256379,6.147092712
Non-Annex_I,Western_Africa,GNB,Guinea-Bissau,4.C,Incineration and Open Burning of Waste,CH4,fossil,0.0119354,0.012195342,0.012480683,0.012798297,0.013156339,0.013558863,0.014014751,0.014514126,0.015039332,0.015567786,0.016084634,0.016625332,0.017167027,0.017722214,0.018307075,0.018933797,0.019622589,0.02035644,0.021143334,0.021993091,0.02291267,0.023825784,0.024802135,0.02582347,0.026863169,0.027902689,0.028878809,0.029848312,0.03083032,0.031854641,0.032943827,0.034108729,0.035344453,0.036645521,0.038001704,0.039405999,0.040847738,0.04233512,0.351026335,0.04531921,0.046824112,0.048039804,0.049289442,0.050464082,0.051659231,0.052870001,0.054247387,0.055650632,0.057079895,0.057760601,0.058449425,0.05956531,0.060702499
Non-Annex_I,Western_Africa,GNB,Guinea-Bissau,4.D,Wastewater Treatment and Discharge,CH4,fossil,3.45931301,3.529592541,3.604384829,3.676815116,3.738855216,3.785938052,3.807142498,3.813749245,3.816107004,3.834558204,3.902553785,3.966167314,4.053223323,4.157739629,4.270815907,4.385352494,4.489134844,4.594369009,4.70216486,4.814713913,4.934634509,5.102103561,5.24032196,5.352188728,5.45940047,5.558942112,5.669191988,5.773945232,5.875699975,5.981325064,6.094034139,6.213274737,6.340519639,6.479276351,6.622161649,6.772023885,6.929765662,7.09482688,7.271022996,7.450999189,7.643368768,7.845677841,8.053122753,8.26976536,8.485334613,8.703970766,8.924364829,9.151371089,9.375282078,9.603864725,9.83533864,10.0669059,10.30444296
Non-Annex_I,Western_Africa,GNQ,Equatorial Guinea,1.A.4,Residential and other sectors,CH4,bio,0.122879224,0.122879224,0.123179434,0.119420107,0.121520199,0.123320107,0.131579819,0.13367991,0.135479819,0.13757991,0.157859518,0.141479938,0.149440279,0.151540398,0.150639803,0.156200293,0.155299716,0.154999542,0.16085979,0.16056087,0.159960477,0.159660266,0.159360092,0.165219504,0.164919321,0.164620374,0.165219504,0.16056087,0.159960477,0.159660266,0.165219504,0.164919321,0.16432019,0.16401998,0.169580054,0.169279871,0.168980923,0.16838053,0.174239969,0.173639584,0.173339401,0.173339401,0.178600497,0.178000113,0.17769993,0.1771008,0.182960208,0.182960208,0.182059641,0.182059641,0.188368326,0.189783827,0.189783827
Non-Annex_I,Western_Africa,GNQ,Equatorial Guinea,1.B.1,Solid Fuels,CH4,bio,0.341874445,0.33910249,0.336330535,0.22237744,0.220529428,0.218681417,0.325242715,0.32247076,0.319698805,0.31692685,0.628324057,0.31138294,0.411490665,0.407794641,0.404098618,0.500496429,0.495876462,0.491256495,0.583971771,0.578427735,0.572883699,0.572883699,0.572883699,0.668357843,0.668357843,0.668357843,0.668357843,0.572883699,0.572883699,0.572883699,0.668357843,0.668357843,0.668357843,0.668357843,0.763844948,0.763844948,0.763844948,0.763844948,0.859319092,0.859319092,0.859319092,0.859319092,0.954805865,0.954805865,0.954805865,0.954805865,1.050279962,1.050279962,1.050279962,1.050279962,1.086660403,1.108591083,1.108591083
Non-Annex_I,Western_Africa,GNQ,Equatorial Guinea,3.C.1,Emissions from biomass burning,CH4,bio,0.01663152,0.017326576,0.016553452,0.015079397,0.014307745,0.014281236,0.01389245,0.013882147,0.013877723,0.01352431,0.013550821,0.013580299,0.015049926,0.015123591,0.015877568,0.016638893,0.017385494,0.017400218,0.017407583,0.017407583,0.036680647,0.041007392,0.041881131,0.042303925,0.042631664,0.043177545,0.043760248,0.042205339,0.041246618,0.042599207,0.043727278,0.045227033,0.046697681,0.04815326,0.049786201,0.051023869,0.052810695,0.054995147,0.056802425,0.058100588,0.059331843,0.060462749,0.061934517,0.061919792,0.062103475,0.065728293,0.064089681,0.065296052,0.06555589,0.064965759,0.065342743,0.065265633,0.065189387
Non-Annex_I,Western_Africa,GNQ,Equatorial Guinea,1.A.1.a,Main Activity Electricity and Heat Production,CH4,fossil,0.00011691,0.00011691,0.00011691,7.79E-05,0.00011691,7.79E-05,0.00011691,0.00011691,0.000194849,0.000194849,0.000194849,0.000272789,0.000311759,0.00015588,0.000194849,0.000272789,0.000194849,0.000194849,0.000194849,0.000194849,0.000233819,0.000233819,0.000233819,0.000233819,0.000233819,0.000233819,0.000233819,0.000194849,0.000311759,0.000953815,0.001352783,0.002328839,0.002444663,0.002729064,0.00377181,0.004145573,0.004466602,0.005225584,0.006266607,0.009653939,0.011021933,0.017861942,0.031541942,0.030173948,0.030173948,0.035645944,0.039749948,0.038381936,0.039070045,0.040879912,0.039402475,0.043545525,0.039400662
Non-Annex_I,Western_Africa,GNQ,Equatorial Guinea,1.A.1.bc,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,CH4,fossil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019699204,0.019110599,0.021632399,0.031519796,0.050824803,0.050349606,0.050506197,0.052142402,0.054321293,0.057050996,0.0575748,0.054426599,0.052542,0.054170105,0.046634654,0.03839649,0.036033212,0.039826182,0.036033212
Non-Annex_I,Western_Africa,GNQ,Equatorial Guinea,1.A.2,Manufacturing Industries and Construction,CH4,fossil,,,,,,,,,0.000909298,0.001039197,0.001039197,0.001169097,0.000259799,0.000389699,0.0001299,0.000259799,0.000389699,0.000389699,0.000519598,0.001298997,0.000519598,0.000519598,0.000519598,0.000389699,0.000649498,0.000649498,0.001169097,0.001558796,0.002000997,0.001691099,0.002992193,0.003506101,0.007419299,0.008472296,0.043832095,0.044464207,0.043273793,0.050829595,0.038447096,0.047712594,0.044894406,0.050366406,0.049600201,0.050284205,0.049518004,0.043020004,0.052513804,0.049997503,0.047210531,0.045886506,0.038859943,0.04269724,0.038759709
Non-Annex_I,Western_Africa,GNQ,Equatorial Guinea,1.A.3.a,Civil Aviation,CH4,fossil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000111501,0.0001338,0.0001338,0.0001338,0.0001338,0.0001338,0.0001338,0.0001338,0.000156101,0.000156101,0.000156101,0.0001784,0.000176505,0.000162077,0.000164418,0.00010956,0.000126939,0.000157162
Non-Annex_I,Western_Africa,GNQ,Equatorial Guinea,1.A.3.b_noRES,Road Transportation no resuspension,CH4,fossil,0.005567253,0.005390213,0.005256867,0.005097048,0.004855071,0.006124343,0.005036443,0.005065052,0.006171625,0.004951384,0.003718114,0.004963022,0.004965931,0.002466174,0.003726661,0.001225394,0.002444354,0.005033572,0.005007631,0.005007388,0.003157155,0.003210531,0.003149795,0.003490149,0.004436588,0.004824159,0.006735368,0.013610017,0.013183933,0.017758571,0.024849899,0.029813367,0.039377126,0.046216872,0.050613485,0.057105877,0.064247708,0.070184879,0.075333448,0.082674411,0.088256253,0.094724728,0.09909429,0.104980837,0.108835326,0.112541396,0.119634093,0.109448604,0.107049565,0.113719745,0.100658337,0.10534012,0.098317446
Non-Annex_I,Western_Africa,GNQ,Equatorial Guinea,1.A.4,Residential and other sectors,CH4,fossil,0.002628012,0.002628012,0.003504017,0.001313985,0.001752008,0.002189989,0.002189989,0.002189989,0.002628012,0.002189989,0.001752008,0.002628012,0.002628012,0.001752008,0.002189989,0.001313985,0.002189989,0.001752008,0.002189989,0.002189989,0.003100995,0.003337507,0.003337507,0.003573999,0.003573999,0.003810511,0.003810511,0.004248493,0.004484984,0.0055975,0.0055975,0.0055975,0.005833992,0.006709996,0.006946488,0.008566988,0.009985979,0.010897005,0.010660514,0.012044503,0.012517485,0.012955508,0.012719017,0.013156977,0.013156977,0.013358508,0.013122017,0.013195642,0.011868887,0.010443449,0.009829978,0.010287313,0.009601424
Non-Annex_I,Western_Africa,GNQ,Equatorial Guinea,1.B.2,Oil and Natural Gas,CH4,fossil,,,,,,,,,,,,,,,,,,,,,,,,,49.26523056,59.77131014,127.239119,190.3287125,239.982457,263.8317537,315.0046917,338.366166,262.8759332,290.5818414,357.436028,338.5466151,386.5001329,418.9822929,430.2521978,378.8154551,392.5747941,380.2388274,397.1468897,371.5726708,372.3865385,378.6200309,342.0822881,312.5054989,247.8994913,214.7208852,212.887638,212.5907413,186.6777862
Non-Annex_I,Western_Africa,GNQ,Equatorial Guinea,2.B,Chemical Industry,CH4,fossil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.38,1.4375,1.495,1.5525,1.61,1.6813,1.6813,1.6813,1.6905,1.6905,2.55345149,2.84110214,2.8405,2.8405,2.8405,2.8405,2.8405,2.8405,2.8405,2.433912487,2.690113801,2.433912487
Non-Annex_I,Western_Africa,GNQ,Equatorial Guinea,3.A.1,Enteric Fermentation,CH4,fossil,0.2768972,0.2849207,0.290516,0.2975677,0.3158121,0.3259074,0.3159309,0.3244732,0.3245732,0.3295967,0.3331343,0.337239,0.3392343,0.3439001,0.3474424,0.3484471,0.3505706,0.3535988,0.3562176,0.3592753,0.3624129,0.3654612,0.3685612,0.3716894,0.3732706,0.3765492,0.3780176,0.3812257,0.3828163,0.386374,0.3880821,0.3911774,0.3911304,0.3926445,0.3938244,0.3940265,0.3959043,0.3975965,0.3972111,0.3971735,0.4059662,0.4060756,0.4120756,0.4157474,0.4158239,0.4168742,0.4186458,0.4225568,0.4251151,0.4275331,0.4298161,0.43240448,0.43501082
