Alpha 3 Code,Year,IS dC_loss (TgCO2),IS dC_loss unc (TgCO2),LNLG dC_loss (TgCO2),LNLG dC_loss unc (TgCO2),LNLGIS dC_loss (TgCO2),LNLGIS dC_loss unc (TgCO2),LNLGOGIS dC_loss (TgCO2),LNLGOGIS dC_loss unc (TgCO2),IS NBE (TgCO2),IS NBE unc (TgCO2),LNLG NBE (TgCO2),LNLG NBE unc (TgCO2),LNLGIS NBE (TgCO2),LNLGIS NBE unc (TgCO2),LNLGOGIS NBE (TgCO2),LNLGOGIS NBE unc (TgCO2),IS NCE (TgCO2),IS NCE unc (TgCO2),LNLG NCE (TgCO2),LNLG NCE unc (TgCO2),LNLGIS NCE (TgCO2),LNLGIS NCE unc (TgCO2),LNLGOGIS NCE (TgCO2),LNLGOGIS NCE unc (TgCO2),Rivers (TgCO2),River unc (TgCO2),Wood+Crop (TgCO2),Wood+Crop unc (TgCO2),FF (TgCO2),FF unc (TgCO2),Z-statistic,FUR IS,FUR LNLG,FUR LNLGIS,FUR LNLGOGIS
LCA,2018,-0.136218,0.126972,-0.0531327,0.228363,-0.113215,0.140868,-0.0426083,0.415407,-0.0757909,0.126972,0.00729472,0.228363,-0.0527877,0.140868,0.0178192,0.415407,0.309328,0.121893,0.392414,0.225579,0.332331,0.136308,0.402938,0.413883,-9.27828e-07,1.85566e-06,0.0604284,0.0181285,0.385119,0.035552,0.66,0.05,-0.14,0.06,-0.03
LCA,2019,-0.0861682,0.160646,-0.0514142,0.14694,-0.0613013,0.0569885,-0.0470202,0.33091,-0.0257417,0.160646,0.00901231,0.14694,-0.000874732,0.0569885,0.0134063,0.33091,0.368742,0.156492,0.403496,0.142387,0.393609,0.0439378,0.40789,0.328913,-1.83804e-06,3.67608e-06,0.0604284,0.0181285,0.394484,0.0362927,0.19,0.05,-0.14,0.06,-0.03
LCA,2020,-0.0868107,0.204744,0.00484279,0.13489,-0.0618284,0.179556,0.0814236,0.33855,-0.0263842,0.204744,0.0652692,0.13489,-0.00140192,0.179556,0.14185,0.33855,0.323139,0.201502,0.414792,0.129916,0.348121,0.17585,0.491373,0.336599,-1.93552e-06,3.87104e-06,0.0604284,0.0181285,0.349523,0.0362927,1.29,0.05,-0.14,0.06,-0.03
LCA,mean,-0.0863823,0.183889,-0.0269965,0.229898,-0.0685576,0.178959,0.0815337,0.274632,-0.0259559,0.182993,0.03343,0.229182,-0.00813112,0.178038,0.14196,0.274033,0.351021,0.179494,0.410407,0.226398,0.368846,0.17444,0.518937,0.271709,-1.93552e-06,3.87104e-06,0.0604284,0.0181285,0.376977,0.0356137,0.46,0.05,-0.14,0.06,-0.03
LKA,2015,-1.55741,8.27426,-4.62253,20.531,-0.158961,21.8627,-13.6405,25.5643,-3.41073,8.27426,-6.47585,20.531,-2.01228,21.8627,-15.4939,25.5643,38.4025,8.02665,35.3374,20.4325,39.8009,21.7701,26.3194,25.4852,-4.0969,3.65738,2.24358,0.673075,41.8132,2.00906,-0.23,-0.0,0.02,0.15,0.07
LKA,2016,-7.23869,8.15062,-4.00937,17.9584,-3.52041,24.0985,-10.5695,13.3463,-8.92678,8.15062,-5.69746,17.9584,-5.2085,24.0985,-12.2576,13.3463,35.7858,7.80978,39.0151,17.8063,39.5041,23.9854,32.4549,13.1409,-3.93168,3.98783,2.24358,0.673075,44.7126,2.33236,0.19,-0.0,0.02,0.15,0.07
LKA,2017,-6.46453,10.542,-6.26972,16.6396,-14.9516,21.5998,-23.5075,18.9592,-8.17015,10.542,-7.97535,16.6396,-16.6572,21.5998,-25.2132,18.9592,37.3744,10.2808,37.5692,16.4754,28.8873,21.4735,20.3314,18.8152,-3.9492,3.95277,2.24358,0.673075,45.5446,2.33199,0.02,-0.0,0.02,0.15,0.07
LKA,2018,-3.44583,10.0777,-19.7917,25.6201,-15.6933,19.3911,-13.8113,26.3491,-5.17385,10.0777,-21.5197,25.6201,-17.4213,19.3911,-15.5394,26.3491,51.6629,9.80419,35.317,25.5137,39.4154,19.2503,41.2974,26.2457,-3.97161,3.90797,2.24358,0.673075,56.8367,2.33199,-0.76,-0.0,0.02,0.15,0.07
LKA,2019,-2.82355,4.71224,-10.0253,26.5408,-6.95089,22.0205,-16.6464,33.9577,-5.07343,4.71224,-12.2752,26.5408,-9.20077,22.0205,-18.8963,33.9577,57.6708,4.2625,50.469,26.4646,53.5434,21.9287,43.8479,33.8982,-4.49346,2.86426,2.24358,0.673075,62.7442,2.00906,-0.54,-0.0,0.02,0.15,0.07
LKA,2020,-2.85214,6.84746,-11.2123,29.1397,-13.5523,18.1023,-21.2014,34.1873,-4.69713,6.84746,-13.0573,29.1397,-15.3973,18.1023,-23.0464,34.1873,53.2479,6.5461,44.8877,29.0704,42.5477,17.9905,34.8986,34.1282,-4.08857,3.67404,2.24358,0.673075,57.945,2.00906,-0.37,-0.0,0.02,0.15,0.07
LKA,mean,-5.6317,7.4916,-7.12246,18.7739,-5.36066,18.0785,-12.5573,22.5494,-7.47668,6.49404,-8.96745,18.3986,-7.20565,17.6884,-14.4023,22.2379,44.1227,6.12054,42.6319,18.2701,44.3937,17.5547,37.1971,22.1317,-4.08857,3.67404,2.24358,0.673075,51.5994,2.17059,-0.16,-0.0,0.02,0.15,0.07
LSO,2015,-0.781893,5.50996,8.45932,11.1531,5.18241,8.43313,8.17409,12.3983,-0.363902,5.50996,8.87731,11.1531,5.6004,8.43313,8.59208,12.3983,0.523938,5.50996,9.76515,11.1531,6.48824,8.43313,9.47992,12.3983,-0.0904285,0.142503,0.50842,0.152526,0.887841,0.0,0.55,0.09,0.22,0.09,0.16
LSO,2016,-4.64441,7.52174,4.09894,6.56126,0.198168,3.26229,8.12857,11.6609,-4.22711,7.52174,4.51624,6.56126,0.615475,3.26229,8.54588,11.6609,-3.31482,7.52174,5.42853,6.56126,1.52776,3.26229,9.45816,11.6609,-0.0911127,0.141135,0.50842,0.152526,0.912283,0.0,0.7,0.09,0.22,0.09,0.16
LSO,2017,-7.05785,8.35742,0.39047,8.87835,-3.03732,4.34638,2.31884,9.01878,-6.64022,8.35742,0.808107,8.87835,-2.61968,4.34638,2.73648,9.01878,-5.7023,8.35742,1.74603,8.87835,-1.68176,4.34638,3.6744,9.01878,-0.0907829,0.141794,0.50842,0.152526,0.937919,0.0,0.54,0.09,0.22,0.09,0.16
LSO,2018,-4.48714,5.97806,5.00715,7.44884,0.624547,4.48221,4.85229,11.5126,-4.06959,5.97806,5.4247,7.44884,1.04209,4.48221,5.26984,11.5126,-3.10993,5.97806,6.38436,7.44884,2.00175,4.48221,6.2295,11.5126,-0.0908766,0.141607,0.50842,0.152526,0.95966,0.0,1.63,0.09,0.22,0.09,0.16
LSO,2019,-2.32595,6.80921,7.56693,6.76878,4.17496,5.36003,10.1063,12.9169,-1.90679,6.80921,7.98609,6.76878,4.59412,5.36003,10.5255,12.9169,-0.927534,6.80921,8.96534,6.76878,5.57338,5.36003,11.5048,12.9169,-0.0892528,0.144855,0.50842,0.152526,0.979253,0.0,1.23,0.09,0.22,0.09,0.16
LSO,2020,-2.65885,2.065,-2.5368,3.1094,-1.99739,2.49637,3.04603,7.80465,-2.24092,2.065,-2.11888,3.1094,-1.57946,2.49637,3.46396,7.80465,-1.33469,2.065,-1.21264,3.1094,-0.67323,2.49637,4.37019,7.80465,-0.0904907,0.142379,0.50842,0.152526,0.906232,0.0,0.04,0.09,0.22,0.09,0.16
LSO,mean,-3.95749,5.32473,5.26546,6.29838,2.2504,4.02201,7.01855,9.7079,-3.53956,5.32064,5.68338,6.29492,2.66833,4.0166,7.43648,9.70566,-2.60903,5.32064,6.61392,6.29492,3.59886,4.0166,8.36701,9.70566,-0.0904907,0.142379,0.50842,0.152526,0.930531,0.0,0.91,0.09,0.22,0.09,0.16
LTU,2015,-15.8764,22.8842,-23.6731,10.3843,-22.8762,12.0699,-26.9813,17.3168,-20.9019,22.8842,-28.6986,10.3843,-27.9017,12.0699,-32.0068,17.3168,-7.33204,22.8638,-15.1287,10.3392,-14.3318,12.0312,-18.4369,17.2897,-1.08941,0.211276,-3.93612,-1.18084,13.5699,0.966761,-0.54,0.15,0.32,0.34,0.29
LTU,2016,-15.7293,10.9909,-26.8658,14.2155,-18.3526,13.0016,-16.413,12.6668,-20.7015,10.9909,-31.8379,14.2155,-23.3247,13.0016,-21.3851,12.6668,-7.17255,10.9495,-18.309,14.1835,-9.79576,12.9666,-7.85619,12.6309,-1.03602,0.318042,-3.93612,-1.18084,13.5289,0.953194,-0.74,0.15,0.32,0.34,0.29
LTU,2017,-23.8691,19.4892,-27.1151,10.1703,-37.5657,13.0432,-36.9026,6.61721,-28.9975,19.4892,-32.2435,10.1703,-42.6942,13.0432,-42.0311,6.61721,-15.0509,19.4641,-18.2969,10.1221,-28.7476,13.0056,-28.0845,6.54276,-1.19236,0.00537139,-3.93612,-1.18084,13.9466,0.989824,-0.22,0.15,0.32,0.34,0.29
LTU,2018,-14.8354,8.59411,-12.7362,15.0246,-19.2486,8.05238,-28.1937,8.3041,-19.941,8.59411,-17.8418,15.0246,-24.3542,8.05238,-33.2993,8.3041,-5.34974,8.53692,-3.25059,14.992,-9.76298,7.99131,-18.7081,8.2449,-1.16948,0.051128,-3.93612,-1.18084,14.5912,0.989824,0.11,0.15,0.32,0.34,0.29
LTU,2019,-31.2631,20.9967,-43.0624,23.779,-42.6374,22.5696,-47.831,32.771,-36.2333,20.9967,-48.0326,23.779,-47.6076,22.5696,-52.8013,32.771,-21.6007,20.9744,-33.4,23.7593,-32.975,22.5488,-38.1686,32.7567,-1.03412,0.321855,-3.93612,-1.18084,14.6326,0.966761,-0.59,0.15,0.32,0.34,0.29
LTU,2020,-16.8941,7.4843,-20.7844,16.0559,-20.5354,21.2615,-27.9883,13.6759,-21.9345,7.4843,-25.8248,16.0559,-25.5758,21.2615,-33.0287,13.6759,-8.20535,7.4216,-12.0956,16.0268,-11.8466,21.2395,-19.2995,13.6417,-1.10428,0.181534,-3.93612,-1.18084,13.7292,0.966761,-0.28,0.15,0.32,0.34,0.29
LTU,mean,-18.0553,9.73158,-24.4726,13.5591,-28.5467,11.385,-32.8757,14.2798,-23.0957,9.65797,-29.513,13.5064,-33.5871,11.3222,-37.9161,14.2298,-9.09598,9.60891,-15.5133,13.4714,-19.5874,11.2804,-23.9163,14.1965,-1.10428,0.181534,-3.93612,-1.18084,13.9997,0.972187,-0.62,0.15,0.32,0.34,0.29
LVA,2015,-20.6869,24.3956,-23.0454,4.97066,-20.9217,12.1818,-24.5794,16.5515,-23.0521,24.3956,-25.4105,4.97066,-23.2868,12.1818,-26.9445,16.5515,-5.75842,24.3902,-8.11686,4.94411,-5.99316,12.171,-9.65085,16.5436,-1.26717,0.296989,-1.09796,-0.329388,17.2937,0.513091,-0.1,0.13,0.23,0.29,0.31
LVA,2016,-20.0333,6.3475,-27.9661,17.1148,-16.0887,21.4195,-19.4376,26.1159,-22.3144,6.3475,-30.2472,17.1148,-18.3698,21.4195,-21.7187,26.1159,-4.33354,6.32741,-12.2663,17.1074,-0.388922,21.4135,-3.73784,26.111,-1.18308,0.128819,-1.09796,-0.329388,17.9808,0.50468,-0.44,0.13,0.23,0.29,0.31
LVA,2017,-34.6461,21.6682,-14.524,19.4955,-36.1127,32.0607,-32.5252,24.2568,-37.158,21.6682,-17.0359,19.4955,-38.6245,32.0607,-35.0371,24.2568,-18.7642,21.6623,1.3579,19.489,-20.2308,32.0567,-16.6433,24.2515,-1.41386,0.590383,-1.09796,-0.329388,18.3938,0.505223,0.84,0.13,0.23,0.29,0.31
LVA,2018,-19.6536,11.4772,-24.4374,11.1679,-29.7888,14.0547,-39.2016,21.3236,-22.1444,11.4772,-26.9281,11.1679,-32.2795,14.0547,-41.6923,21.3236,-2.92941,11.4661,-7.71319,11.1564,-13.0646,14.0456,-22.4774,21.3176,-1.39278,0.548212,-1.09796,-0.329388,19.2149,0.505223,-0.19,0.13,0.23,0.29,0.31
LVA,2019,-26.1187,22.2011,-38.5904,16.9683,-32.4559,21.3007,-39.1161,9.35437,-28.4043,22.2011,-40.8761,16.9683,-34.7415,21.3007,-41.4017,9.35437,-7.96469,22.1952,-20.4364,16.9605,-14.3019,21.2945,-20.9621,9.34029,-1.18767,0.138007,-1.09796,-0.329388,20.4396,0.513091,-0.7,0.13,0.23,0.29,0.31
LVA,2020,-23.6308,10.5468,-25.8014,18.722,-27.4734,12.5993,-33.2614,20.5315,-26.0177,10.5468,-28.1883,18.722,-29.8602,12.5993,-35.6483,20.5315,-6.87979,10.5343,-9.05042,18.715,-10.7223,12.5888,-16.5104,20.5251,-1.28891,0.340482,-1.09796,-0.329388,19.1379,0.513091,-0.13,0.13,0.23,0.29,0.31
LVA,mean,-22.0203,15.8613,-25.0348,10.741,-26.2795,11.0283,-39.9765,11.2001,-24.4071,15.8542,-27.4217,10.7306,-28.6663,11.0181,-42.3634,11.19,-5.66367,15.846,-8.67823,10.7185,-9.92288,11.0063,-23.62,11.1784,-1.28891,0.340482,-1.09796,-0.329388,18.7435,0.509067,-0.29,0.13,0.23,0.29,0.31
MAR,2015,-17.372,21.7188,-52.7109,46.6945,-53.0878,62.4256,-25.1491,54.2033,-8.18724,21.7188,-43.5261,46.6945,-43.903,62.4256,-15.9643,54.2033,71.074,20.8661,35.7351,46.304,35.3582,62.1341,63.297,53.8673,-1.63949,2.34527,10.8243,3.24729,79.2613,6.02569,-0.73,0.08,0.11,0.23,0.11
MAR,2016,7.0124,24.3099,6.76076,40.5659,-11.2606,41.2799,-8.16611,50.2,16.3938,24.3099,16.1421,40.5659,-1.87923,41.2799,1.21526,50.2,97.9019,23.5564,97.6503,40.1189,79.6289,40.8406,82.7234,49.8394,-1.44292,2.73839,10.8243,3.24729,81.5082,6.0057,-0.01,0.08,0.11,0.23,0.11
MAR,2017,-3.84235,19.1947,-19.9392,51.7637,-52.1102,47.2683,-38.9849,36.4147,5.46039,19.1947,-10.6365,51.7637,-42.8074,47.2683,-29.6821,36.4147,90.728,18.1271,74.6311,51.3774,42.4601,46.8449,55.5854,35.8634,-1.52155,2.58114,10.8243,3.24729,85.2676,6.31233,-0.71,0.08,0.11,0.23,0.11
MAR,2018,-4.50512,24.7823,-37.8243,24.0375,-26.9714,59.2811,-30.4669,63.0848,4.82957,24.7823,-28.4896,24.0375,-17.6367,59.2811,-21.1322,63.0848,92.8866,23.965,59.5674,23.1938,70.4203,58.9441,66.9249,62.7682,-1.4896,2.64503,10.8243,3.24729,88.057,6.31233,-0.64,0.08,0.11,0.23,0.11
MAR,2019,-0.895055,19.5057,-23.6844,29.1568,-36.588,53.8486,-60.0162,72.0198,8.49615,19.5057,-14.2932,29.1568,-27.1968,53.8486,-50.625,72.0198,99.0001,18.5516,76.2108,28.5273,63.3071,53.5104,39.8789,71.7673,-1.43309,2.75805,10.8243,3.24729,90.504,6.02569,-0.58,0.08,0.11,0.23,0.11
MAR,2020,-5.25672,21.0448,-4.30145,61.7854,1.12861,39.178,-9.54503,34.5885,4.06224,21.0448,5.01752,61.7854,10.4476,39.178,-0.226064,34.5885,87.6627,20.1636,88.618,61.4909,94.0481,38.7119,83.3744,34.0596,-1.50533,2.61358,10.8243,3.24729,83.6005,6.02569,0.02,0.08,0.11,0.23,0.11
MAR,mean,-4.74844,16.1756,-13.3736,35.6404,-24.3359,41.4245,-23.5045,32.1397,4.57053,15.6292,-4.05466,35.3958,-15.017,41.2142,-14.1856,31.8683,89.2703,14.3821,80.6451,34.8631,69.6828,40.7576,70.5142,31.2755,-1.50533,2.61358,10.8243,3.24729,84.6997,6.11791,-0.39,0.08,0.11,0.23,0.11
MDA,2015,0.364207,3.12985,-4.06701,2.55041,-3.93385,2.12503,-3.858,6.10866,-1.55313,3.12985,-5.98435,2.55041,-5.85118,2.12503,-5.77534,6.10866,1.13578,3.10972,-3.29544,2.52567,-3.16227,2.09528,-3.08643,6.09838,-0.317663,0.0551077,-1.59967,-0.479901,2.68891,0.354361,-1.74,0.08,0.22,0.19,0.19
MDA,2016,-1.25621,2.49214,-4.28008,4.43389,-4.44416,2.15575,-5.34002,4.01062,-3.18544,2.49214,-6.20931,4.43389,-6.37339,2.15575,-7.26925,4.01062,-0.39173,2.46584,-3.4156,4.41916,-3.57968,2.12528,-4.47554,3.99433,-0.32956,0.0789019,-1.59967,-0.479901,2.79371,0.361145,-0.66,0.08,0.22,0.19,0.19
MDA,2017,-0.891717,4.54306,-7.22985,2.15207,-6.14927,2.50841,-4.15167,2.741,-2.78969,4.54306,-9.12782,2.15207,-8.04725,2.50841,-6.04965,2.741,0.0713844,4.5271,-6.26675,2.11818,-5.18617,2.4794,-3.18857,2.71447,-0.298305,0.0163918,-1.59967,-0.479901,2.86108,0.380409,-0.77,0.08,0.22,0.19,0.19
MDA,2018,-3.06156,5.13631,-4.73932,2.50489,-3.8248,3.75814,-5.17453,4.28011,-4.98998,5.13631,-6.66774,2.50489,-5.75322,3.75814,-7.10295,4.28011,-2.01214,5.1222,-3.6899,2.47583,-2.77538,3.73884,-4.12511,4.26318,-0.328754,0.0772887,-1.59967,-0.479901,2.97784,0.380409,-0.43,0.08,0.22,0.19,0.19
MDA,2019,-1.73563,2.9115,-7.57969,3.35492,-7.59599,3.57974,-7.45323,3.8314,-3.63079,2.9115,-9.47484,3.35492,-9.49114,3.57974,-9.34838,3.8314,-0.463947,2.88986,-6.308,3.33616,-6.32431,3.56216,-6.18154,3.81498,-0.295482,0.0107457,-1.59967,-0.479901,3.16684,0.354361,-1.1,0.08,0.22,0.19,0.19
MDA,2020,0.473088,2.17928,-6.19645,3.73573,-6.78684,4.77315,-6.60144,6.59717,-1.44054,2.17928,-8.11007,3.73573,-8.70047,4.77315,-8.51506,6.59717,1.49045,2.15028,-5.17909,3.71889,-5.76948,4.75998,-5.58408,6.58765,-0.313953,0.0476871,-1.59967,-0.479901,2.93099,0.354361,-1.61,0.08,0.22,0.19,0.19
MDA,mean,-1.17404,2.06013,-5.66701,1.51906,-4.62294,2.37353,-5.86476,3.33656,-3.08766,2.00289,-7.58063,1.44047,-6.53656,2.32402,-7.77838,3.30152,-0.184435,1.9695,-4.6774,1.39368,-3.63334,2.29531,-4.87515,3.28137,-0.313953,0.0476871,-1.59967,-0.479901,2.90323,0.364175,-2.7,0.08,0.22,0.19,0.19
MDG,2015,29.8146,86.1711,157.021,186.456,105.758,228.983,54.9784,114.607,-0.838999,86.1711,126.367,186.456,75.1045,228.983,24.3249,114.607,0.897347,86.1704,128.104,186.456,76.8409,228.982,26.0612,114.606,-32.0659,1.8929,1.41234,0.423701,1.73635,0.35589,1.02,0.06,0.61,0.66,0.77
MDG,2016,38.0887,45.6744,133.41,177.906,121.601,157.76,141.654,86.803,9.78242,45.6744,105.104,177.906,93.2946,157.76,113.348,86.803,11.5705,45.6732,106.892,177.906,95.0827,157.76,115.136,86.8024,-29.7186,6.58746,1.41234,0.423701,1.7881,0.339596,0.68,0.06,0.61,0.66,0.77
MDG,2017,0.575909,41.1472,182.765,240.537,33.2755,152.898,235.67,199.677,-23.6404,41.1472,158.549,240.537,9.0592,152.898,211.454,199.677,-21.7722,41.1453,160.417,240.537,10.9274,152.897,213.322,199.676,-25.6287,14.7674,1.41234,0.423701,1.86823,0.392924,1.09,0.06,0.61,0.66,0.77
MDG,2018,39.8461,40.0682,126.929,117.068,80.3544,103.895,73.9565,136.81,0.745887,40.0682,87.8284,117.068,41.2542,103.895,34.8563,136.81,2.66512,40.0662,89.7476,117.067,43.1734,103.894,36.7755,136.809,-40.5126,15.0004,1.41234,0.423701,1.91923,0.392924,1.49,0.06,0.61,0.66,0.77
MDG,2019,31.8642,60.0435,78.285,118.516,88.1576,115.132,69.1943,101.182,3.0956,60.0435,49.5164,118.516,59.389,115.132,40.4257,101.182,5.0576,60.0425,51.4784,118.516,61.351,115.131,42.3877,101.182,-30.181,5.6628,1.41234,0.423701,1.962,0.35589,0.38,0.06,0.61,0.66,0.77
MDG,2020,5.1937,26.5429,151.364,201.082,170.381,152.543,120.482,156.854,-25.0153,26.5429,121.154,201.082,140.172,152.543,90.2732,156.854,-23.3584,26.5405,122.811,201.082,141.829,152.543,91.9301,156.854,-31.6213,8.78219,1.41234,0.423701,1.65694,0.35589,1.17,0.06,0.61,0.66,0.77
MDG,mean,26.9495,35.6639,156.79,130.776,140.694,109.866,139.569,105.427,-3.25951,34.5631,126.581,130.48,110.485,109.514,109.36,105.06,-1.43769,34.5612,128.402,130.48,112.307,109.513,111.181,105.059,-31.6213,8.78219,1.41234,0.423701,1.82181,0.365519,1.33,0.06,0.61,0.66,0.77
MDV,2015,2.3489,0.862873,2.01766,1.68608,2.28463,1.77444,0.620241,1.73984,2.54214,0.862873,2.2109,1.68608,2.47787,1.77444,0.81348,1.73984,3.45529,0.852799,3.12405,1.68094,3.39102,1.76956,1.72663,1.73486,-3.20734e-05,6.41468e-05,0.193271,0.0579813,0.913154,0.131468,-1.34,0.03,-0.01,0.02,0.01
MDV,2016,2.50291,0.241142,2.40872,1.60617,2.44825,1.24222,2.33101,1.0456,2.69614,0.241142,2.60195,1.60617,2.64148,1.24222,2.52424,1.0456,3.62846,0.191987,3.53427,1.59953,3.5738,1.23362,3.45656,1.03537,-4.04529e-05,8.09058e-05,0.193271,0.0579813,0.932323,0.145911,-0.1,0.03,-0.01,0.02,0.01
MDV,2017,2.6567,0.417709,2.64063,1.30949,2.61051,1.01432,2.19231,1.08975,2.84993,0.417709,2.83386,1.30949,2.80374,1.01432,2.38554,1.08975,3.83109,0.389279,3.81501,1.3007,3.78489,1.00295,3.3667,1.07917,-4.08382e-05,8.16764e-05,0.193271,0.0579813,0.981154,0.151466,-0.04,0.03,-0.01,0.02,0.01
MDV,2018,2.32475,0.854708,2.23233,0.649503,2.32044,0.546597,1.09343,1.49579,2.518,0.854708,2.42558,0.649503,2.5137,0.546597,1.28669,1.49579,3.53077,0.84118,3.43835,0.631595,3.52646,0.525192,2.29945,1.4881,-1.5218e-05,3.0436e-05,0.193271,0.0579813,1.01276,0.151466,-0.13,0.03,-0.01,0.02,0.01
MDV,2019,2.2673,0.836884,1.96866,0.855094,1.85314,0.802656,0.574817,1.6451,2.46054,0.836884,2.1619,0.855094,2.04638,0.802656,0.768058,1.6451,3.48622,0.826493,3.18757,0.844928,3.07205,0.791816,1.79373,1.63983,-3.01471e-05,6.02941e-05,0.193271,0.0579813,1.02567,0.131468,-0.44,0.03,-0.01,0.02,0.01
MDV,2020,2.2669,0.994538,1.96877,0.767313,1.9835,0.920734,1.83831,1.7835,2.46014,0.994538,2.16201,0.767313,2.17674,0.920734,2.03155,1.7835,2.98971,0.98581,2.69158,0.755967,2.70631,0.9113,2.56112,1.77865,-3.17459e-05,6.34918e-05,0.193271,0.0579813,0.529568,0.131468,-0.66,0.03,-0.01,0.02,0.01
MDV,mean,2.36977,0.654585,2.27729,0.861018,2.3828,1.225,1.95529,1.20402,2.56301,0.652012,2.47053,0.859064,2.57604,1.22362,2.14853,1.20262,3.46212,0.636685,3.36963,0.84749,3.47515,1.21552,3.04764,1.19438,-3.17459e-05,6.34918e-05,0.193271,0.0579813,0.899106,0.140542,-0.5,0.03,-0.01,0.02,0.01
MEX,2015,-31.8648,712.034,-140.006,217.844,-191.9,176.236,58.1949,337.527,-42.8052,712.034,-150.947,217.844,-202.841,176.236,47.2545,337.527,444.083,710.395,335.941,212.424,284.048,169.49,534.143,334.054,-39.2876,12.3544,28.3472,8.50415,486.888,48.2907,-0.17,0.6,0.72,0.76,0.81
MEX,2016,64.174,172.773,-96.3285,307.834,-14.155,166.821,147.404,185.801,53.6655,172.773,-106.837,307.834,-24.6635,166.821,136.895,185.801,543.658,165.805,383.155,303.977,465.329,159.592,626.887,179.339,-38.8557,13.2183,28.3472,8.50415,489.992,48.5744,-0.42,0.6,0.72,0.76,0.81
MEX,2017,152.458,594.643,132.708,196.843,241.932,370.453,173.867,105.437,137.396,594.643,117.646,196.843,226.87,370.453,158.806,105.437,612.315,592.842,592.564,191.333,701.789,367.555,633.724,94.7536,-43.4088,4.11197,28.3472,8.50415,474.918,46.2472,-0.03,0.6,0.72,0.76,0.81
MEX,2018,508.743,386.643,27.0493,318.335,63.4085,203.363,214.022,306.159,497.062,386.643,15.3686,318.335,51.7278,203.363,202.341,306.159,961.753,383.867,480.06,314.958,516.419,198.035,667.033,302.646,-40.0279,10.8739,28.3472,8.50415,464.691,46.2472,-0.69,0.6,0.72,0.76,0.81
MEX,2019,297.28,266.146,106.387,299.322,141.885,194.126,277.141,452.615,285.537,266.146,94.6434,299.322,130.142,194.126,265.398,452.615,737.053,261.729,546.159,295.401,581.658,188.024,716.913,450.031,-40.0903,10.7491,28.3472,8.50415,451.516,48.2907,-0.52,0.6,0.72,0.76,0.81
MEX,2020,400.282,127.401,111.46,310.868,195.469,376.966,452.566,404.302,388.295,127.401,99.4729,310.868,183.482,376.966,440.579,404.302,804.302,117.895,515.48,307.094,599.49,373.86,856.587,401.408,-40.3341,10.2615,28.3472,8.50415,416.008,48.2907,-0.69,0.6,0.72,0.76,0.81
MEX,mean,237.957,375.17,-15.8031,236.779,68.2045,196.022,137.292,299.278,225.97,374.933,-27.79,236.404,56.2176,195.569,125.305,298.981,689.972,371.892,436.212,231.551,520.22,189.673,589.307,295.158,-40.3341,10.2615,28.3472,8.50415,464.002,47.6568,-0.55,0.6,0.72,0.76,0.81
MHL,2015,-1.73083,3.41083,-1.86852,2.51135,-0.664703,3.24463,-3.15982,4.12956,-1.7309,3.41083,-1.86859,2.51135,-0.66477,3.24463,-3.15989,4.12956,-1.68331,3.4108,-1.821,2.51131,-0.617187,3.2446,-3.11231,4.12953,-6.74245e-05,0.000134849,0.0,0.0,0.0475834,0.014443,-0.11,0.3,0.12,0.31,0.37
MHL,2016,-1.89354,2.44189,-1.57041,1.97261,-2.02797,2.2939,-4.49038,3.21765,-1.89363,2.44189,-1.5705,1.97261,-2.02805,2.2939,-4.49046,3.21765,-1.84354,2.44184,-1.5204,1.97256,-1.97796,2.29386,-4.44037,3.21762,-8.50399e-05,0.00017008,0.0,0.0,0.0500914,0.014443,0.21,0.3,0.12,0.31,0.37
MHL,2017,-1.14711,1.55645,-1.58232,2.01543,-2.09031,2.95053,-2.71684,4.59329,-1.1472,1.55645,-1.58241,2.01543,-2.09039,2.95053,-2.71693,4.59329,-1.09558,1.55638,-1.53079,2.01538,-2.03877,2.95049,-2.66531,4.59327,-8.58498e-05,0.0001717,0.0,0.0,0.0516198,0.0148133,-0.31,0.3,0.12,0.31,0.37
MHL,2018,-3.66245,3.49938,-2.06811,1.92446,-2.66041,3.42373,-4.935,4.57667,-3.66248,3.49938,-2.06815,1.92446,-2.66044,3.42373,-4.93503,4.57667,-3.60366,3.49934,-2.00932,1.92441,-2.60161,3.4237,-4.8762,4.57664,-3.19912e-05,6.39824e-05,0.0,0.0,0.0588282,0.0148133,1.41,0.3,0.12,0.31,0.37
MHL,2019,-1.73097,2.05794,-1.6431,2.00429,-2.21249,2.24991,-3.31022,5.06539,-1.73103,2.05794,-1.64316,2.00429,-2.21255,2.24991,-3.31028,5.06539,-1.66852,2.05789,-1.58066,2.00424,-2.15004,2.24987,-3.24777,5.06537,-6.3375e-05,0.00012675,0.0,0.0,0.0625078,0.014443,0.04,0.3,0.12,0.31,0.37
MHL,2020,-2.2723,2.02747,-1.9288,2.04433,-1.47539,1.44855,-5.43025,3.46499,-2.27237,2.02747,-1.92887,2.04433,-1.47546,1.44855,-5.43032,3.46499,-2.2256,2.02742,-1.8821,2.04428,-1.42869,1.44848,-5.38354,3.46496,-6.67361e-05,0.000133472,0.0,0.0,0.0467733,0.014443,0.24,0.3,0.12,0.31,0.37
