Alpha 3 Code,Year,IS dC_loss (TgCO2),IS dC_loss unc (TgCO2),LNLG dC_loss (TgCO2),LNLG dC_loss unc (TgCO2),LNLGIS dC_loss (TgCO2),LNLGIS dC_loss unc (TgCO2),LNLGOGIS dC_loss (TgCO2),LNLGOGIS dC_loss unc (TgCO2),IS NBE (TgCO2),IS NBE unc (TgCO2),LNLG NBE (TgCO2),LNLG NBE unc (TgCO2),LNLGIS NBE (TgCO2),LNLGIS NBE unc (TgCO2),LNLGOGIS NBE (TgCO2),LNLGOGIS NBE unc (TgCO2),IS NCE (TgCO2),IS NCE unc (TgCO2),LNLG NCE (TgCO2),LNLG NCE unc (TgCO2),LNLGIS NCE (TgCO2),LNLGIS NCE unc (TgCO2),LNLGOGIS NCE (TgCO2),LNLGOGIS NCE unc (TgCO2),Rivers (TgCO2),River unc (TgCO2),Wood+Crop (TgCO2),Wood+Crop unc (TgCO2),FF (TgCO2),FF unc (TgCO2),Z-statistic,FUR IS,FUR LNLG,FUR LNLGIS,FUR LNLGOGIS
GEO,2020,-3.85834,8.19644,23.0817,18.6358,24.3448,15.6255,3.72327,11.7602,-3.51373,8.19644,23.4263,18.6358,24.6894,15.6255,4.06788,11.7602,3.20736,8.16515,30.1474,18.6221,31.4105,15.6091,10.789,11.7385,-1.00284,1.97123,1.34744,0.404233,6.72109,0.715506,0.98,0.04,0.56,0.47,0.51
GEO,mean,-4.37105,11.1084,3.61364,8.74092,8.07855,16.0755,-2.05612,11.6729,-4.02644,10.9246,3.95825,8.50615,8.42316,15.949,-1.71152,11.4981,2.83359,10.9005,10.8183,8.47515,15.2832,15.9325,5.14852,11.4752,-1.00284,1.97123,1.34744,0.404233,6.86003,0.725545,1.02,0.04,0.56,0.47,0.51
GHA,2015,12.6135,91.8777,145.349,80.4791,144.003,100.696,187.542,86.7424,6.38985,91.8777,139.125,80.4791,137.779,100.696,181.319,86.7424,17.6504,91.8632,150.386,80.4625,149.039,100.683,192.579,86.7271,-7.13195,9.19366,0.90825,0.272475,11.2605,1.63169,1.2,0.05,0.31,0.31,0.33
GHA,2016,64.1522,70.0254,125.286,101.057,131.554,111.278,222.104,75.863,52.8748,70.0254,114.009,101.057,120.277,111.278,210.827,75.863,64.4632,70.0054,125.597,101.043,131.865,111.265,222.415,75.8445,-12.1857,19.3011,0.90825,0.272475,11.5884,1.67354,1.08,0.05,0.31,0.31,0.33
GHA,2017,48.1024,44.2017,159.751,125.707,167.624,114.974,150.071,47.0444,38.2005,44.2017,149.849,125.707,157.722,114.974,140.169,47.0444,50.2983,44.1799,161.947,125.699,169.82,114.965,152.267,47.0239,-10.8101,16.55,0.90825,0.272475,12.0978,1.38986,1.08,0.05,0.31,0.31,0.33
GHA,2018,-39.9008,62.0194,190.491,149.64,119.766,130.84,75.1191,93.2852,-47.1895,62.0194,183.202,149.64,112.478,130.84,67.8303,93.2852,-34.7092,62.0038,195.683,149.634,124.958,130.832,80.3106,93.2749,-8.19701,11.3238,0.90825,0.272475,12.4804,1.38986,1.67,0.05,0.31,0.31,0.33
GHA,2019,10.4955,34.8226,101.13,136.585,63.7281,117.964,75.1123,104.623,3.12912,34.8226,93.7636,136.585,56.3617,117.964,67.7459,104.623,15.9458,34.7843,106.58,136.575,69.1784,117.953,80.5626,104.61,-8.27464,11.479,0.90825,0.272475,12.8167,1.63169,0.79,0.05,0.31,0.31,0.33
GHA,2020,16.4606,44.3602,154.125,125.945,111.32,107.539,86.5355,63.7238,8.04896,44.3602,145.713,125.945,102.908,107.539,78.1239,63.7238,19.8911,44.3302,157.556,125.934,114.75,107.527,89.966,63.7029,-9.31988,13.5695,0.90825,0.272475,11.8421,1.63169,1.46,0.05,0.31,0.31,0.33
GHA,mean,20.3389,31.4731,136.081,122.043,119.552,104.218,125.71,83.8423,11.9273,28.3963,127.669,121.286,111.14,103.331,117.298,82.7365,23.9416,28.3536,139.684,121.276,123.154,103.319,129.313,82.7218,-9.31988,13.5695,0.90825,0.272475,12.0143,1.55805,1.16,0.05,0.31,0.31,0.33
GIN,2015,47.9042,72.3344,165.189,69.5872,135.313,98.4237,155.095,93.786,37.3904,72.3344,154.675,69.5872,124.799,98.4237,144.581,93.786,38.5648,72.3339,155.85,69.5867,125.973,98.4233,145.755,93.7856,-12.0511,12.1659,1.53725,0.461176,1.17435,0.267751,0.56,0.11,0.33,0.29,0.42
GIN,2016,87.5086,88.1329,128.344,78.5518,128.366,44.9299,181.193,146.745,75.7108,88.1329,116.547,78.5518,116.568,44.9299,169.395,146.745,76.9199,88.1324,117.756,78.5512,117.777,44.9289,170.604,146.745,-13.3351,9.59789,1.53725,0.461176,1.20904,0.297007,0.4,0.11,0.33,0.29,0.42
GIN,2017,54.9776,63.3175,96.4011,69.2756,79.815,82.4154,129.531,147.93,43.4436,63.3175,84.8671,69.2756,68.281,82.4154,117.997,147.93,44.707,63.3168,86.1305,69.2749,69.5444,82.4148,119.261,147.929,-13.0713,10.1255,1.53725,0.461176,1.26342,0.31071,0.42,0.11,0.33,0.29,0.42
GIN,2018,3.5415,72.3692,129.531,46.1755,81.7788,65.4638,118.507,179.64,-7.18153,72.3692,118.808,46.1755,71.0557,65.4638,107.784,179.64,-5.87787,72.3686,120.112,46.1744,72.3594,65.463,109.087,179.64,-12.2603,11.7475,1.53725,0.461176,1.30366,0.31071,1.55,0.11,0.33,0.29,0.42
GIN,2019,29.2901,69.8035,72.5949,74.3247,59.3117,68.5635,78.5887,119.708,18.3642,69.8035,61.669,74.3247,48.3858,68.5635,67.6627,119.708,19.7031,69.803,63.0078,74.3242,49.7247,68.5629,69.0016,119.707,-12.4632,11.3416,1.53725,0.461176,1.33886,0.267751,0.36,0.11,0.33,0.29,0.42
GIN,2020,25.2209,26.8489,115.306,93.5578,115.006,100.558,136.108,142.661,14.122,26.8489,104.207,93.5578,103.907,100.558,125.009,142.661,15.3419,26.8475,105.427,93.5574,105.127,100.558,126.229,142.661,-12.6362,10.9957,1.53725,0.461176,1.2199,0.267751,0.79,0.11,0.33,0.29,0.42
GIN,mean,45.4862,64.3487,133.073,61.0333,90.5217,54.8646,121.133,124.843,34.3872,63.4006,121.974,60.0328,79.4228,53.7495,110.034,124.357,35.6388,63.4,123.226,60.0322,80.6743,53.7487,111.286,124.356,-12.6362,10.9957,1.53725,0.461176,1.25154,0.286947,0.95,0.11,0.33,0.29,0.42
GNB,2015,6.00285,31.0657,20.7525,43.7005,16.8733,43.4822,20.7914,44.3656,3.84667,30.6596,18.5963,43.3923,14.7171,43.0938,18.6352,44.1629,4.04117,6.68011,18.7908,11.2455,14.9116,15.7045,18.8297,5.73338,-2.07331,2.27588,-0.0828674,-0.0248602,0.194495,1.19507,0.71,0.06,0.15,0.19,0.27
GNB,2016,3.8074,31.0657,21.5831,43.7005,16.5269,43.4822,23.3941,44.3656,1.66433,30.6596,19.44,43.3923,14.3839,43.0938,21.251,44.1629,1.86463,12.4319,19.6403,13.6236,14.5842,12.4296,21.4513,12.5266,-2.0602,2.3021,-0.0828674,-0.0248602,0.200291,1.19507,1.03,0.06,0.15,0.19,0.27
GNB,2017,3.67143,31.0657,15.8591,43.7005,11.5475,43.4822,15.6053,44.3656,1.49704,30.6596,13.6847,43.3923,9.37315,43.0938,13.4309,44.1629,1.70635,4.34002,13.894,8.68911,9.58246,7.63602,13.6402,10.8359,-2.09153,2.23945,-0.0828674,-0.0248602,0.209313,1.19507,1.36,0.06,0.15,0.19,0.27
GNB,2018,0.508359,31.0657,17.4905,43.7005,17.1647,43.4822,29.3031,44.3656,-1.57279,30.6596,15.4093,43.3923,15.0835,43.0938,27.222,44.1629,-1.35691,7.3699,15.6252,7.55044,15.2994,9.32204,27.4379,18.4245,-1.99828,2.42595,-0.0828674,-0.0248602,0.215878,1.19507,1.44,0.06,0.15,0.19,0.27
GNB,2019,0.842486,31.0657,13.7422,43.7005,10.4968,43.4822,17.12,44.3656,-1.26998,30.6596,11.6297,43.3923,8.38437,43.0938,15.0075,44.1629,-1.04838,9.3919,11.8513,13.185,8.60598,7.11698,15.2292,11.106,-2.0296,2.3633,-0.0828674,-0.0248602,0.221607,1.19507,0.66,0.06,0.15,0.19,0.27
GNB,2020,2.06467,31.0657,16.4566,43.7005,15.4606,43.4822,10.2231,44.3656,-0.068784,30.6596,14.3232,43.3923,13.3272,43.0938,8.08965,44.1629,0.131097,4.71137,14.5231,13.0493,13.5271,15.2463,8.28953,11.6252,-2.05058,2.32134,-0.0828674,-0.0248602,0.199881,1.19507,1.06,0.06,0.15,0.19,0.27
GNB,mean,4.58178,31.0657,19.5929,43.7005,14.478,43.4822,20.0848,44.3656,2.44833,30.6596,17.4595,43.3923,12.3445,43.0938,17.9513,44.1629,2.65524,7.45857,17.6664,12.5127,12.5515,8.19602,18.1583,11.2454,-2.05058,2.32134,-0.0828674,-0.0248602,0.206911,1.19507,0.92,0.06,0.15,0.19,0.27
GNQ,2015,-0.55472,4.94581,5.12526,6.2417,5.39523,5.51652,-0.0512499,9.49202,-1.92821,4.94581,3.75177,6.2417,4.02174,5.51652,-1.42474,9.49202,-0.173908,4.90287,5.50607,6.20773,5.77604,5.47805,0.329562,9.46972,-1.37349,2.14169,0.0,0.0,1.7543,0.650305,1.12,0.01,0.11,0.14,0.12
GNQ,2016,6.04029,3.72714,5.63525,5.94111,7.01687,5.50484,3.93269,7.29378,4.63431,3.72714,4.22928,5.94111,5.61089,5.50484,2.52671,7.29378,6.40105,3.67397,5.99602,5.90789,7.37763,5.46897,4.29345,7.26675,-1.40598,2.07672,0.0,0.0,1.76674,0.627345,-0.08,0.01,0.11,0.14,0.12
GNQ,2017,2.91769,1.87876,6.67809,4.60128,7.02334,7.61122,3.71526,15.9918,1.52252,1.87876,5.28292,4.60128,5.62816,7.61122,2.32009,15.9918,3.30573,1.7789,7.06613,4.56141,7.41137,7.58719,4.1033,15.9804,-1.39517,2.09833,0.0,0.0,1.78321,0.604384,0.9,0.01,0.11,0.14,0.12
GNQ,2018,1.48922,4.52383,4.74103,5.29354,4.69606,6.51472,-3.01911,12.8653,0.0760994,4.52383,3.32791,5.29354,3.28293,6.51472,-4.43223,12.8653,1.87148,4.48327,5.12329,5.25892,5.07832,6.48662,-2.63685,12.8511,-1.41312,2.06243,0.0,0.0,1.79538,0.604384,0.5,0.01,0.11,0.14,0.12
GNQ,2019,2.757,5.30833,5.37541,9.32511,6.55005,9.69802,-4.23548,12.0473,1.34486,5.30833,3.96327,9.32511,5.13791,9.69802,-5.64762,12.0473,3.15075,5.26835,5.76916,9.30241,6.94379,9.67619,-3.84174,12.0297,-1.41214,2.0644,0.0,0.0,1.80588,0.650305,0.43,0.01,0.11,0.14,0.12
GNQ,2020,1.96347,3.32131,4.49441,9.97728,6.03746,4.34429,-1.29039,8.17003,0.563487,3.32131,3.09443,9.97728,4.63748,4.34429,-2.69037,8.17003,2.23223,3.25702,4.76318,9.95606,6.30623,4.29534,-1.02163,8.1441,-1.39998,2.08871,0.0,0.0,1.66874,0.650305,0.4,0.01,0.11,0.14,0.12
GNQ,mean,2.1205,3.41501,4.30226,4.24913,6.65537,5.29936,0.0180435,7.98379,0.720516,2.70178,2.90228,3.70033,5.25539,4.87037,-1.38194,7.70573,2.48289,2.62702,4.66466,3.6461,7.01777,4.8293,0.380441,7.67983,-1.39998,2.08871,0.0,0.0,1.76238,0.631171,0.95,0.01,0.11,0.14,0.12
GRC,2015,-17.367,12.4923,-41.0333,78.264,-61.0421,50.0615,-37.8266,20.9907,-21.2446,12.4923,-44.9108,78.264,-64.9196,50.0615,-41.7041,20.9907,47.039,12.4227,23.3728,78.2529,3.36397,50.0442,26.5795,20.9493,-5.97413,0.0440106,2.09661,0.628984,68.2835,1.31663,-0.29,0.06,0.26,0.28,0.24
GRC,2016,-18.8578,12.5219,-23.5804,35.2418,-23.5984,35.4611,-16.3201,9.83029,-21.9533,12.5219,-26.6759,35.2418,-26.6939,35.4611,-19.4156,9.83029,44.0393,12.4587,39.3168,35.2194,39.2988,35.4388,46.5771,9.74956,-5.19206,1.60815,2.09661,0.628984,65.9926,1.25723,-0.19,0.06,0.26,0.28,0.24
GRC,2017,-17.0622,19.3964,-34.3779,20.4858,-25.8493,24.2682,-15.8487,20.0257,-20.1099,19.3964,-37.4256,20.4858,-28.897,24.2682,-18.8964,20.0257,48.799,19.3514,31.4833,20.4432,40.0119,24.2322,50.0125,19.9821,-5.14432,1.70364,2.09661,0.628984,68.9089,1.32066,-0.33,0.06,0.26,0.28,0.24
GRC,2018,-31.3677,19.5877,-20.8465,44.5966,-27.0734,24.1087,-8.04414,15.2705,-33.8015,19.5877,-23.2803,44.5966,-29.5072,24.1087,-10.478,15.2705,33.6562,19.5431,44.1774,44.5771,37.9505,24.0725,56.9797,15.2133,-4.53043,2.93141,2.09661,0.628984,67.4577,1.32066,0.41,0.06,0.26,0.28,0.24
GRC,2019,-16.2822,10.5177,-24.7791,34.0411,-26.8616,24.9546,-20.6957,13.5277,-19.48,10.5177,-27.9769,34.0411,-30.0594,24.9546,-23.8934,13.5277,45.8502,10.4349,37.3533,34.0156,35.2708,24.9198,41.4368,13.4634,-5.29435,1.40357,2.09661,0.628984,65.3302,1.31663,-0.21,0.06,0.26,0.28,0.24
GRC,2020,-9.73516,26.2796,-60.2612,51.8233,-55.3377,56.6897,-23.4344,39.6437,-12.8656,26.2796,-63.3917,51.8233,-58.4682,56.6897,-26.5649,39.6437,46.0334,26.2466,-4.49272,51.8066,0.430811,56.6744,32.3341,39.6219,-5.22706,1.53816,2.09661,0.628984,58.899,1.31663,-0.81,0.06,0.26,0.28,0.24
GRC,mean,-19.3955,12.1917,-29.7954,44.7239,-42.9098,30.0557,-21.7828,17.6047,-22.5259,12.0779,-32.9259,44.693,-46.0403,30.0098,-24.9133,17.5261,43.2861,12.0069,32.8861,44.6738,19.7717,29.9812,40.8987,17.4772,-5.22706,1.53816,2.09661,0.628984,65.812,1.30807,-0.22,0.06,0.26,0.28,0.24
GRD,2015,-0.0294712,0.356858,0.195362,0.599829,0.108057,0.650647,0.0920081,0.402724,-0.0262127,0.356858,0.19862,0.599829,0.111316,0.650647,0.0952665,0.402724,0.268626,0.355888,0.493459,0.599252,0.406154,0.650116,0.390105,0.401865,-0.0417248,0.0834497,0.0449833,0.013495,0.294839,0.0262937,0.44,0.04,-0.03,0.06,0.06
GRD,2016,0.244806,0.851066,1.00674,0.808987,0.7494,0.977627,0.26194,0.948641,0.249814,0.851066,1.01174,0.808987,0.754408,0.977627,0.266949,0.948641,0.545289,0.850636,1.30722,0.808536,1.04988,0.977253,0.562424,0.948255,-0.0399752,0.0799504,0.0449833,0.013495,0.295475,0.0270343,3.14,0.04,-0.03,0.06,0.06
GRD,2017,0.0180211,0.42111,0.151417,0.728348,0.0402792,0.518318,0.00813839,0.676563,0.01424,0.42111,0.147636,0.728348,0.036498,0.518318,0.00435722,0.676563,0.312622,0.420168,0.446018,0.727804,0.33488,0.517553,0.302739,0.675977,-0.0487644,0.0975289,0.0449833,0.013495,0.298382,0.0281453,0.9,0.04,-0.03,0.06,0.06
GRD,2018,0.0437591,0.131773,0.156083,0.568582,0.0178008,0.551737,0.135324,1.13395,0.0353125,0.131773,0.147636,0.568582,0.0093543,0.551737,0.126878,1.13395,0.33886,0.128732,0.451183,0.567885,0.312901,0.551018,0.430425,1.1336,-0.0534298,0.10686,0.0449833,0.013495,0.303547,0.0281453,0.29,0.04,-0.03,0.06,0.06
GRD,2019,0.121946,0.366554,0.373943,0.564614,0.337987,0.496994,0.169356,0.757046,0.118567,0.366554,0.370565,0.564614,0.334608,0.496994,0.165977,0.757046,0.42792,0.36561,0.679918,0.564001,0.643961,0.496298,0.47533,0.756589,-0.0483621,0.0967243,0.0449833,0.013495,0.309353,0.0262937,0.61,0.04,-0.03,0.06,0.06
GRD,2020,0.153797,0.817155,0.696367,0.840769,0.645306,0.516704,0.815255,0.894942,0.152329,0.817155,0.694899,0.840769,0.643838,0.516704,0.813787,0.894942,0.402666,0.816732,0.945236,0.840358,0.894175,0.516035,1.06412,0.894555,-0.0464513,0.0929026,0.0449833,0.013495,0.250337,0.0262937,1.88,0.04,-0.03,0.06,0.06
GRD,mean,0.137901,0.405111,0.750644,0.622198,0.457443,0.613186,0.455023,0.898875,0.136433,0.394083,0.749176,0.615075,0.455975,0.605957,0.453555,0.893959,0.428422,0.393155,1.04116,0.61448,0.747963,0.605354,0.745544,0.89355,-0.0464513,0.0929026,0.0449833,0.013495,0.291989,0.0270343,1.71,0.04,-0.03,0.06,0.06
GTM,2015,31.7647,92.8532,20.9973,61.3288,24.4116,77.0816,31.5769,60.9438,18.6144,92.8532,7.84702,61.3288,11.2613,77.0816,18.4266,60.9438,36.9515,92.8401,26.184,61.309,29.5984,77.0659,36.7637,60.9239,-10.5802,16.8062,-2.57008,-0.771023,18.337,1.55577,-0.19,0.2,0.52,0.56,0.56
GTM,2016,54.7812,68.262,29.1634,37.3083,49.6761,37.9557,2.79951,50.8999,41.7282,68.262,16.1104,37.3083,36.6231,37.9557,-10.2535,50.8999,59.9483,68.242,34.3305,37.2716,54.8432,37.9196,7.96661,50.873,-10.4829,17.0008,-2.57008,-0.771023,18.2201,1.65539,-0.43,0.2,0.52,0.56,0.56
GTM,2017,32.6445,71.02,40.3186,17.6335,27.1878,50.6229,16.8886,21.0289,19.2816,71.02,26.9557,17.6335,13.8249,50.6229,3.52565,21.0289,37.441,70.9986,45.1151,17.5471,31.9843,50.5929,21.6851,20.9565,-10.7928,16.381,-2.57008,-0.771023,18.1594,1.74353,0.15,0.2,0.52,0.56,0.56
GTM,2018,47.1368,62.061,59.6562,30.4253,37.3032,46.399,36.3846,41.0819,33.7893,62.061,46.3087,30.4253,23.9557,46.399,23.0371,41.0819,52.341,62.0365,64.8604,30.3753,42.5074,46.3662,41.5888,41.0449,-10.7775,16.4117,-2.57008,-0.771023,18.5517,1.74353,0.26,0.2,0.52,0.56,0.56
GTM,2019,46.2477,69.8163,42.0391,27.7474,38.4541,25.0285,30.8253,46.7647,32.9937,69.8163,28.785,27.7474,25.2001,25.0285,17.5712,46.7647,52.031,69.7989,47.8224,27.7038,44.2374,24.9801,36.6086,46.7388,-10.684,16.5987,-2.57008,-0.771023,19.0374,1.55577,-0.08,0.2,0.52,0.56,0.56
GTM,2020,45.4844,58.7611,71.5027,50.9636,75.6217,49.5908,39.4151,47.6398,32.2508,58.7611,58.2691,50.9636,62.3882,49.5908,26.1816,47.6398,49.9156,58.7405,75.9339,50.9398,80.0529,49.5663,43.8463,47.6144,-10.6635,16.6397,-2.57008,-0.771023,17.6648,1.55577,0.6,0.2,0.52,0.56,0.56
GTM,mean,45.9886,54.8643,32.3864,41.5152,26.6339,44.9111,27.4729,32.5057,32.755,52.2744,19.1528,38.0268,13.4004,41.7077,14.2393,27.9132,51.0834,52.2489,37.4812,37.9916,31.7288,41.6756,32.5677,27.8653,-10.6635,16.6397,-2.57008,-0.771023,18.3284,1.63496,-0.33,0.2,0.52,0.56,0.56
GUY,2015,50.7395,120.999,253.347,282.472,238.592,273.835,298.132,262.561,38.1731,120.999,240.781,282.472,226.025,273.835,285.566,262.561,39.2492,120.999,241.857,282.472,227.101,273.834,286.642,262.561,-12.0472,7.11095,-0.5192,-0.15576,1.07608,0.202202,0.83,0.06,0.4,0.35,0.43
GUY,2016,109.53,114.359,298.742,111.864,236.909,134.649,179.35,162.163,97.3612,114.359,286.573,111.864,224.74,134.649,167.181,162.163,98.434,114.359,287.646,111.864,225.813,134.649,168.254,162.163,-11.6498,7.90586,-0.5192,-0.15576,1.07279,0.236273,1.51,0.06,0.4,0.35,0.43
GUY,2017,55.1889,82.609,94.7861,158.806,132.642,163.219,106.087,139.793,42.242,82.609,81.8393,158.806,119.695,163.219,93.1405,139.793,43.314,82.6087,82.9112,158.806,120.767,163.219,94.2124,139.793,-12.4276,6.3501,-0.5192,-0.15576,1.07193,0.23368,0.27,0.06,0.4,0.35,0.43
GUY,2018,37.3883,73.6663,216.428,186.318,168.053,206.95,107.806,258.251,23.9705,73.6663,203.01,186.318,154.635,206.95,94.3885,258.251,25.0632,73.666,204.103,186.318,155.728,206.95,95.4812,258.25,-12.8986,5.40825,-0.5192,-0.15576,1.09269,0.23368,1.06,0.06,0.4,0.35,0.43
GUY,2019,74.929,146.016,176.38,167.18,193.611,213.322,225.574,190.188,61.8796,146.016,163.331,167.18,180.562,213.322,212.525,190.188,62.9984,146.016,164.449,167.18,181.681,213.322,213.644,190.188,-12.5302,6.14489,-0.5192,-0.15576,1.11882,0.202202,0.65,0.06,0.4,0.35,0.43
GUY,2020,90.7978,90.4479,152.284,82.7535,193.92,75.1403,181.626,174.078,77.9679,90.4479,139.454,82.7535,181.09,75.1403,168.796,174.078,78.972,90.4477,140.458,82.7532,182.094,75.14,169.8,174.078,-12.3107,6.58401,-0.5192,-0.15576,1.00412,0.202202,0.56,0.06,0.4,0.35,0.43
GUY,mean,56.1985,77.9351,181.764,152.082,175.856,182.183,205.463,181.045,43.3686,77.6564,168.934,151.939,163.026,182.064,192.634,180.925,44.4413,77.656,170.007,151.939,164.099,182.063,193.706,180.925,-12.3107,6.58401,-0.5192,-0.15576,1.07274,0.218373,0.91,0.06,0.4,0.35,0.43
HND,2015,31.8983,71.8414,43.3349,87.1484,57.6532,60.1751,9.72681,43.9031,25.7235,71.8414,37.1601,87.1484,51.4784,60.1751,3.55201,43.9031,38.4032,71.8342,49.8398,87.1425,64.1581,60.1665,16.2317,43.8913,-6.13701,9.07156,-0.0377906,-0.0113372,12.6797,1.01731,0.25,0.13,0.36,0.34,0.41
HND,2016,37.2901,70.3519,41.1739,91.3008,44.5921,86.6555,1.92381,38.4923,31.1869,70.3519,35.0706,91.3008,38.4889,86.6555,-4.17941,38.4923,43.7855,70.3453,47.6692,91.2957,51.0874,86.6502,8.41915,38.4802,-6.06543,9.21472,-0.0377906,-0.0113372,12.5986,0.963978,0.13,0.13,0.36,0.34,0.41
HND,2017,12.4059,70.5283,56.3402,71.6802,40.3919,50.44,-5.65899,43.4396,6.07471,70.5283,50.0091,71.6802,34.0607,50.44,-11.9901,43.4396,18.6355,70.5212,62.5699,71.6733,46.6215,50.4301,0.570645,43.4282,-6.29336,8.75884,-0.0377906,-0.0113372,12.5608,0.998789,1.8,0.13,0.36,0.34,0.41
HND,2018,36.9075,40.8557,73.6949,68.2422,21.6946,92.2809,25.5583,50.4632,30.5877,40.8557,67.375,68.2422,15.3748,92.2809,19.2384,50.4632,43.4224,40.8434,80.2097,68.2348,28.2094,92.2755,32.0731,50.4533,-6.28206,8.78146,-0.0377906,-0.0113372,12.8347,0.998789,0.65,0.13,0.36,0.34,0.41
HND,2019,30.5058,28.926,110.321,75.0585,53.0236,96.4169,18.9405,34.6531,24.2548,28.926,104.07,75.0585,46.7725,96.4169,12.6894,34.6531,37.4282,28.9081,117.243,75.0516,59.9459,96.4115,25.8628,34.6381,-6.2133,8.91897,-0.0377906,-0.0113372,13.1734,1.01731,1.12,0.13,0.36,0.34,0.41
HND,2020,47.8297,58.9742,93.7937,60.8444,71.6634,75.4139,26.4264,71.724,41.5936,58.9742,87.5577,60.8444,65.4274,75.4139,20.1904,71.724,53.7904,58.9654,99.7544,60.8359,77.6241,75.407,32.3871,71.7168,-6.19823,8.94911,-0.0377906,-0.0113372,12.1967,1.01731,1.67,0.13,0.36,0.34,0.41
HND,mean,35.4909,57.185,68.5053,79.1416,40.3028,61.7435,12.7491,32.5301,29.2549,56.4804,62.2693,78.634,34.0668,61.0915,6.51306,31.2749,41.9289,56.4715,74.9433,78.6276,46.7408,61.0833,19.187,31.2588,-6.19823,8.94911,-0.0377906,-0.0113372,12.674,1.00225,1.04,0.13,0.36,0.34,0.41
HRV,2015,-10.152,26.1866,-36.4135,12.3122,-32.0917,18.1434,-31.4254,20.0443,-12.873,26.1866,-39.1345,12.3122,-34.8127,18.1434,-34.1464,20.0443,11.2127,26.1556,-15.0489,12.2462,-10.7271,18.0986,-10.0607,20.0038,-2.6143,1.18865,-0.106699,-0.0320097,24.0857,1.27364,-1.12,0.27,0.33,0.45,0.42
HRV,2016,-11.9199,21.5036,-39.0856,11.3088,-30.5014,25.53,-29.8618,24.2155,-14.5414,21.5036,-41.7071,11.3088,-33.1229,25.53,-32.4833,24.2155,10.5867,21.4649,-16.579,11.2352,-7.99479,25.4974,-7.35518,24.1812,-2.51479,1.38768,-0.106699,-0.0320097,25.1281,1.28829,-0.93,0.27,0.33,0.45,0.42
HRV,2017,-10.5143,25.9916,-30.4172,25.7058,-19.9861,9.28197,-28.9316,16.9655,-13.0013,25.9916,-32.9042,25.7058,-22.4731,9.28197,-31.4186,16.9655,12.6936,25.9572,-7.20924,25.6711,3.2218,9.18527,-5.72364,16.9128,-2.38031,1.65663,-0.106699,-0.0320097,25.6949,1.33632,-0.57,0.27,0.33,0.45,0.42
HRV,2018,-4.43445,25.2568,-12.6209,27.7783,-18.0795,29.8587,-16.9363,21.9277,-7.04191,25.2568,-15.2284,27.7783,-20.687,29.8587,-19.5438,21.9277,19.7431,25.2214,11.5566,27.7461,6.09802,29.8288,7.24127,21.8869,-2.50076,1.41573,-0.106699,-0.0320097,26.785,1.33632,-0.39,0.27,0.33,0.45,0.42
HRV,2019,-3.8478,14.1008,-1.95751,23.6254,-6.24748,39.5318,-25.7783,30.5692,-6.38221,14.1008,-4.49192,23.6254,-8.78189,39.5318,-28.3127,30.5692,22.1406,14.0432,24.0309,23.591,19.7409,39.5113,0.210143,30.5427,-2.42771,1.56183,-0.106699,-0.0320097,28.5228,1.27364,0.15,0.27,0.33,0.45,0.42
HRV,2020,-0.419519,26.2687,-38.5216,15.3865,-23.2788,24.5061,-38.166,14.2246,-3.01379,26.2687,-41.1159,15.3865,-25.873,24.5061,-40.7602,14.2246,23.394,26.2378,-14.7081,15.3337,0.534799,24.473,-14.3524,14.1675,-2.48757,1.44211,-0.106699,-0.0320097,26.4078,1.27364,-1.11,0.27,0.33,0.45,0.42
HRV,mean,-3.45645,21.8888,-34.1127,16.4925,-16.0305,17.5878,-26.2716,15.8186,-6.05072,21.8412,-36.7069,16.4293,-18.6248,17.5285,-28.8659,15.7527,20.0533,21.8027,-10.6029,16.378,7.47932,17.4805,-2.7618,15.6992,-2.48757,1.44211,-0.106699,-0.0320097,26.1041,1.29697,-1.22,0.27,0.33,0.45,0.42
HTI,2015,2.64625,5.89009,4.74081,7.08211,4.30588,5.49987,5.92386,3.22114,2.5483,5.89009,4.64286,7.08211,4.20794,5.49987,5.82591,3.22114,4.34968,5.88125,6.44424,7.07476,6.00932,5.4904,7.62729,3.20495,-1.94077,1.93305,1.84283,0.552848,1.80138,0.32256,0.26,0.01,-0.01,0.0,0.03
HTI,2016,3.84829,5.17567,8.08355,7.26532,4.61562,6.93064,5.85483,6.92829,3.15802,5.17567,7.39329,7.26532,3.92535,6.93064,5.16457,6.92829,4.96058,5.16533,9.19584,7.25796,5.72791,6.92292,6.96712,6.92057,-2.53309,0.748418,1.84283,0.552848,1.80255,0.327004,0.79,0.01,-0.01,0.0,0.03
HTI,2017,2.46726,6.52912,8.96916,7.42801,4.20513,8.6793,6.4706,9.21586,1.78614,6.52912,8.28804,7.42801,3.52402,8.6793,5.78948,9.21586,3.60052,6.52073,10.1024,7.42065,5.33839,8.673,7.60386,9.20992,-2.52394,0.766713,1.84283,0.552848,1.81438,0.330708,1.35,0.01,-0.01,0.0,0.03
