Alpha 3 Code,Year,IS dC_loss (TgCO2),IS dC_loss unc (TgCO2),IS NBE (TgCO2),IS NBE unc (TgCO2),IS NCE (TgCO2),IS NCE unc (TgCO2),Rivers (TgCO2),River unc (TgCO2),Wood+Crop (TgCO2),Wood+Crop unc (TgCO2),FF (TgCO2),FF unc (TgCO2),Z-statistic,FUR IS,Experiment,LNLG dC_loss (TgCO2),LNLG dC_loss unc (TgCO2),LNLG NBE (TgCO2),LNLG NBE unc (TgCO2),LNLG NCE (TgCO2),LNLG NCE unc (TgCO2),FUR LNLG,LNLGIS dC_loss (TgCO2),LNLGIS dC_loss unc (TgCO2),LNLGIS NBE (TgCO2),LNLGIS NBE unc (TgCO2),LNLGIS NCE (TgCO2),LNLGIS NCE unc (TgCO2),FUR LNLGIS,LNLGOGIS dC_loss (TgCO2),LNLGOGIS dC_loss unc (TgCO2),LNLGOGIS NBE (TgCO2),LNLGOGIS NBE unc (TgCO2),LNLGOGIS NCE (TgCO2),LNLGOGIS NCE unc (TgCO2),FUR LNLGOGIS
VEN,2018,,,,,,,-50.5489,22.1982,13.1396,3.94188,101.269,6.89092,1.18,,LNLGOGIS,,,,,,,,,,,,,,,118.929,339.065,81.5196,339.065,182.789,338.995,0.65
VEN,2019,247.901,252.864,212.097,252.864,300.476,252.736,-48.9437,25.4086,13.1396,3.94188,88.3785,8.02901,0.58,0.12,IS,,,,,,,,,,,,,,,,,,,,,
VEN,2019,,,,,,,-48.9437,25.4086,13.1396,3.94188,88.3785,8.02901,0.58,,LNLG,429.44,60.9495,393.636,60.9495,482.014,60.4183,0.65,,,,,,,,,,,,,,
VEN,2019,,,,,,,-48.9437,25.4086,13.1396,3.94188,88.3785,8.02901,0.58,,LNLGIS,,,,,,,,407.172,71.1379,371.368,71.1379,459.747,70.6834,0.55,,,,,,,
VEN,2019,,,,,,,-48.9437,25.4086,13.1396,3.94188,88.3785,8.02901,0.58,,LNLGOGIS,,,,,,,,,,,,,,,185.55,227.021,149.746,227.021,238.124,226.879,0.65
VEN,2020,351.01,319.424,315.997,319.424,397.553,319.323,-48.1522,26.9917,13.1396,3.94188,81.5556,8.02901,0.2,0.12,IS,,,,,,,,,,,,,,,,,,,,,
VEN,2020,,,,,,,-48.1522,26.9917,13.1396,3.94188,81.5556,8.02901,0.2,,LNLG,403.492,231.432,368.479,231.432,450.035,231.293,0.65,,,,,,,,,,,,,,
VEN,2020,,,,,,,-48.1522,26.9917,13.1396,3.94188,81.5556,8.02901,0.2,,LNLGIS,,,,,,,,515.153,168.407,480.14,168.407,561.696,168.216,0.55,,,,,,,
VEN,2020,,,,,,,-48.1522,26.9917,13.1396,3.94188,81.5556,8.02901,0.2,,LNLGOGIS,,,,,,,,,,,,,,,198.056,192.381,163.044,192.381,244.6,192.214,0.65
VEN,mean,198.488,161.272,163.475,158.948,275.423,158.767,-48.1522,26.9917,13.1396,3.94188,111.948,7.58726,1.13,0.12,IS,,,,,,,,,,,,,,,,,,,,,
VEN,mean,,,,,,,-48.1522,26.9917,13.1396,3.94188,111.948,7.58726,1.13,,LNLG,362.524,80.4325,327.511,75.6657,439.459,75.2843,0.65,,,,,,,,,,,,,,
VEN,mean,,,,,,,-48.1522,26.9917,13.1396,3.94188,111.948,7.58726,1.13,,LNLGIS,,,,,,,,341.0,91.8578,305.988,87.7141,417.936,87.3854,0.55,,,,,,,
VEN,mean,,,,,,,-48.1522,26.9917,13.1396,3.94188,111.948,7.58726,1.13,,LNLGOGIS,,,,,,,,,,,,,,,166.423,181.54,131.411,179.479,243.359,179.318,0.65
VNM,2015,34.2354,105.64,-10.4803,105.64,175.017,104.379,-26.9461,2.29375,-17.7695,-5.33086,185.497,16.2762,-0.93,0.1,IS,,,,,,,,,,,,,,,,,,,,,
VNM,2015,,,,,,,-26.9461,2.29375,-17.7695,-5.33086,185.497,16.2762,-0.93,,LNLG,-74.3263,78.789,-119.042,78.789,66.4548,77.0895,0.42,,,,,,,,,,,,,,
VNM,2015,,,,,,,-26.9461,2.29375,-17.7695,-5.33086,185.497,16.2762,-0.93,,LNLGIS,,,,,,,,23.8452,56.5222,-20.8705,56.5222,164.626,54.128,0.36,,,,,,,
VNM,2015,,,,,,,-26.9461,2.29375,-17.7695,-5.33086,185.497,16.2762,-0.93,,LNLGOGIS,,,,,,,,,,,,,,,35.761,66.3943,-8.9547,66.3943,176.542,64.3684,0.41
VNM,2016,92.8667,145.381,44.6764,145.381,242.962,144.469,-30.4207,9.24296,-17.7695,-5.33086,198.286,16.2566,-0.86,0.1,IS,,,,,,,,,,,,,,,,,,,,,
VNM,2016,,,,,,,-30.4207,9.24296,-17.7695,-5.33086,198.286,16.2566,-0.86,,LNLG,-5.83028,115.584,-54.0205,115.584,144.265,114.435,0.42,,,,,,,,,,,,,,
VNM,2016,,,,,,,-30.4207,9.24296,-17.7695,-5.33086,198.286,16.2566,-0.86,,LNLGIS,,,,,,,,84.052,68.3152,35.8617,68.3152,234.147,66.3528,0.36,,,,,,,
VNM,2016,,,,,,,-30.4207,9.24296,-17.7695,-5.33086,198.286,16.2566,-0.86,,LNLGOGIS,,,,,,,,,,,,,,,41.8517,67.2063,-6.33854,67.2063,191.947,65.2105,0.41
VNM,2017,5.34458,72.5494,-43.9475,72.5494,157.19,70.7423,-31.5225,11.4465,-17.7695,-5.33086,201.137,16.0917,-0.41,0.1,IS,,,,,,,,,,,,,,,,,,,,,
VNM,2017,,,,,,,-31.5225,11.4465,-17.7695,-5.33086,201.137,16.0917,-0.41,,LNLG,-43.5768,110.09,-92.8688,110.09,108.269,108.907,0.42,,,,,,,,,,,,,,
VNM,2017,,,,,,,-31.5225,11.4465,-17.7695,-5.33086,201.137,16.0917,-0.41,,LNLGIS,,,,,,,,-23.4126,76.386,-72.7046,76.386,128.433,74.6718,0.36,,,,,,,
VNM,2017,,,,,,,-31.5225,11.4465,-17.7695,-5.33086,201.137,16.0917,-0.41,,LNLGOGIS,,,,,,,,,,,,,,,-55.5973,71.9625,-104.889,71.9625,96.248,70.1403,0.41
VNM,2018,-19.6507,106.032,-66.7655,106.032,180.939,104.804,-29.3453,7.09216,-17.7695,-5.33086,247.705,16.0917,-0.41,0.1,IS,,,,,,,,,,,,,,,,,,,,,
VNM,2018,,,,,,,-29.3453,7.09216,-17.7695,-5.33086,247.705,16.0917,-0.41,,LNLG,-74.0841,94.3425,-121.199,94.3425,126.506,92.96,0.42,,,,,,,,,,,,,,
VNM,2018,,,,,,,-29.3453,7.09216,-17.7695,-5.33086,247.705,16.0917,-0.41,,LNLGIS,,,,,,,,-71.5879,79.1643,-118.703,79.1643,129.002,77.5116,0.36,,,,,,,
VNM,2018,,,,,,,-29.3453,7.09216,-17.7695,-5.33086,247.705,16.0917,-0.41,,LNLGOGIS,,,,,,,,,,,,,,,-35.1142,91.0285,-82.2291,91.0285,165.476,89.5949,0.41
VNM,2019,52.2513,97.3497,7.15224,97.3497,279.289,95.9794,-27.3296,3.06063,-17.7695,-5.33086,272.137,16.2762,-1.18,0.1,IS,,,,,,,,,,,,,,,,,,,,,
VNM,2019,,,,,,,-27.3296,3.06063,-17.7695,-5.33086,272.137,16.2762,-1.18,,LNLG,-122.575,144.161,-167.674,144.161,104.463,143.24,0.42,,,,,,,,,,,,,,
VNM,2019,,,,,,,-27.3296,3.06063,-17.7695,-5.33086,272.137,16.2762,-1.18,,LNLGIS,,,,,,,,-82.9449,143.069,-128.044,143.069,144.093,142.14,0.36,,,,,,,
VNM,2019,,,,,,,-27.3296,3.06063,-17.7695,-5.33086,272.137,16.2762,-1.18,,LNLGOGIS,,,,,,,,,,,,,,,-67.9417,128.257,-113.041,128.257,159.096,127.22,0.41
VNM,2020,41.0475,116.064,-5.83487,116.064,246.736,114.917,-29.1129,6.62721,-17.7695,-5.33086,252.57,16.2762,-0.59,0.1,IS,,,,,,,,,,,,,,,,,,,,,
VNM,2020,,,,,,,-29.1129,6.62721,-17.7695,-5.33086,252.57,16.2762,-0.59,,LNLG,-64.9095,136.81,-111.792,136.81,140.778,135.838,0.42,,,,,,,,,,,,,,
VNM,2020,,,,,,,-29.1129,6.62721,-17.7695,-5.33086,252.57,16.2762,-0.59,,LNLGIS,,,,,,,,-53.3394,154.676,-100.222,154.676,152.349,153.818,0.36,,,,,,,
VNM,2020,,,,,,,-29.1129,6.62721,-17.7695,-5.33086,252.57,16.2762,-0.59,,LNLGOGIS,,,,,,,,,,,,,,,28.1817,148.237,-18.7007,148.237,233.87,147.341,0.41
VNM,mean,42.1908,63.6974,-4.69162,63.127,221.53,61.0099,-29.1129,6.62721,-17.7695,-5.33086,226.222,16.2114,-1.16,0.1,IS,,,,,,,,,,,,,,,,,,,,,
VNM,mean,,,,,,,-29.1129,6.62721,-17.7695,-5.33086,226.222,16.2114,-1.16,,LNLG,-77.1474,99.4294,-124.03,99.0649,102.192,97.7295,0.42,,,,,,,,,,,,,,
VNM,mean,,,,,,,-29.1129,6.62721,-17.7695,-5.33086,226.222,16.2114,-1.16,,LNLGIS,,,,,,,,-16.9648,87.5272,-63.8471,87.113,162.375,85.5912,0.36,,,,,,,
VNM,mean,,,,,,,-29.1129,6.62721,-17.7695,-5.33086,226.222,16.2114,-1.16,,LNLGOGIS,,,,,,,,,,,,,,,-25.1725,71.9323,-72.0549,71.4277,154.167,69.5637,0.41
VUT,2015,-8.98305,3.87502,-9.17421,3.87502,-8.22705,3.875,-0.191654,0.276084,0.00049176,0.000147528,0.947153,0.013332,0.51,0.54,IS,,,,,,,,,,,,,,,,,,,,,
VUT,2015,,,,,,,-0.191654,0.276084,0.00049176,0.000147528,0.947153,0.013332,0.51,,LNLG,-7.15589,3.51262,-7.34705,3.51262,-6.3999,3.51259,0.14,,,,,,,,,,,,,,
VUT,2015,,,,,,,-0.191654,0.276084,0.00049176,0.000147528,0.947153,0.013332,0.51,,LNLGIS,,,,,,,,-7.33661,3.12318,-7.52777,3.12318,-6.58062,3.12316,0.56,,,,,,,
VUT,2015,,,,,,,-0.191654,0.276084,0.00049176,0.000147528,0.947153,0.013332,0.51,,LNLGOGIS,,,,,,,,,,,,,,,-8.95639,3.83785,-9.14755,3.83785,-8.2004,3.83783,0.56
VUT,2016,-5.93139,4.58673,-6.16004,4.58673,-5.14761,4.58671,-0.229143,0.201105,0.00049176,0.000147528,1.01243,0.0148133,-0.25,0.54,IS,,,,,,,,,,,,,,,,,,,,,
VUT,2016,,,,,,,-0.229143,0.201105,0.00049176,0.000147528,1.01243,0.0148133,-0.25,,LNLG,-7.5133,2.79394,-7.74196,2.79394,-6.72953,2.7939,0.14,,,,,,,,,,,,,,
VUT,2016,,,,,,,-0.229143,0.201105,0.00049176,0.000147528,1.01243,0.0148133,-0.25,,LNLGIS,,,,,,,,-3.07422,3.32027,-3.30287,3.32027,-2.29044,3.32024,0.56,,,,,,,
VUT,2016,,,,,,,-0.229143,0.201105,0.00049176,0.000147528,1.01243,0.0148133,-0.25,,LNLGOGIS,,,,,,,,,,,,,,,-6.4415,2.54242,-6.67015,2.54242,-5.65772,2.54238,0.56
VUT,2017,-7.60308,2.71289,-7.81968,2.71289,-6.78775,2.71286,-0.217096,0.225199,0.00049176,0.000147528,1.03193,0.0140727,-0.11,0.54,IS,,,,,,,,,,,,,,,,,,,,,
VUT,2017,,,,,,,-0.217096,0.225199,0.00049176,0.000147528,1.03193,0.0140727,-0.11,,LNLG,-7.79295,2.50575,-8.00956,2.50575,-6.97763,2.50571,0.14,,,,,,,,,,,,,,
VUT,2017,,,,,,,-0.217096,0.225199,0.00049176,0.000147528,1.03193,0.0140727,-0.11,,LNLGIS,,,,,,,,-7.58324,2.30482,-7.79985,2.30482,-6.76792,2.30478,0.56,,,,,,,
VUT,2017,,,,,,,-0.217096,0.225199,0.00049176,0.000147528,1.03193,0.0140727,-0.11,,LNLGOGIS,,,,,,,,,,,,,,,-7.5924,2.37119,-7.809,2.37119,-6.77707,2.37114,0.56
VUT,2018,-7.91324,1.89256,-8.13785,1.89256,-6.86057,1.89251,-0.225101,0.20919,0.00049176,0.000147528,1.27728,0.0140727,0.05,0.54,IS,,,,,,,,,,,,,,,,,,,,,
VUT,2018,,,,,,,-0.225101,0.20919,0.00049176,0.000147528,1.27728,0.0140727,0.05,,LNLG,-7.83212,0.922051,-8.05673,0.922051,-6.77945,0.921943,0.14,,,,,,,,,,,,,,
VUT,2018,,,,,,,-0.225101,0.20919,0.00049176,0.000147528,1.27728,0.0140727,0.05,,LNLGIS,,,,,,,,-8.17373,1.08979,-8.39833,1.08979,-7.12106,1.0897,0.56,,,,,,,
VUT,2018,,,,,,,-0.225101,0.20919,0.00049176,0.000147528,1.27728,0.0140727,0.05,,LNLGOGIS,,,,,,,,,,,,,,,-9.39462,5.2699,-9.61923,5.2699,-8.34195,5.26988,0.56
VUT,2019,-7.1037,2.42581,-7.3136,2.42581,-5.90803,2.42577,-0.210392,0.238608,0.00049176,0.000147528,1.40556,0.013332,-0.18,0.54,IS,,,,,,,,,,,,,,,,,,,,,
VUT,2019,,,,,,,-0.210392,0.238608,0.00049176,0.000147528,1.40556,0.013332,-0.18,,LNLG,-7.64657,1.25958,-7.85647,1.25958,-6.45091,1.25951,0.14,,,,,,,,,,,,,,
VUT,2019,,,,,,,-0.210392,0.238608,0.00049176,0.000147528,1.40556,0.013332,-0.18,,LNLGIS,,,,,,,,-6.57026,2.23959,-6.78016,2.23959,-5.37459,2.23955,0.56,,,,,,,
VUT,2019,,,,,,,-0.210392,0.238608,0.00049176,0.000147528,1.40556,0.013332,-0.18,,LNLGOGIS,,,,,,,,,,,,,,,-9.61012,4.38755,-9.82002,4.38755,-8.41446,4.38753,0.56
VUT,2020,-8.1252,2.40264,-8.33939,2.40264,-7.05866,2.4026,-0.214677,0.230037,0.00049176,0.000147528,1.28072,0.013332,0.05,0.54,IS,,,,,,,,,,,,,,,,,,,,,
VUT,2020,,,,,,,-0.214677,0.230037,0.00049176,0.000147528,1.28072,0.013332,0.05,,LNLG,-8.01185,2.61899,-8.22604,2.61899,-6.94532,2.61895,0.14,,,,,,,,,,,,,,
VUT,2020,,,,,,,-0.214677,0.230037,0.00049176,0.000147528,1.28072,0.013332,0.05,,LNLGIS,,,,,,,,-6.68781,2.7205,-6.902,2.7205,-5.62128,2.72047,0.56,,,,,,,
VUT,2020,,,,,,,-0.214677,0.230037,0.00049176,0.000147528,1.28072,0.013332,0.05,,LNLGOGIS,,,,,,,,,,,,,,,-7.53999,4.65376,-7.75418,4.65376,-6.47346,4.65374,0.56
VUT,mean,-7.50033,2.07069,-7.71451,2.05787,-6.55533,2.05782,-0.214677,0.230037,0.00049176,0.000147528,1.15918,0.0138258,-0.12,0.54,IS,,,,,,,,,,,,,,,,,,,,,
VUT,mean,,,,,,,-0.214677,0.230037,0.00049176,0.000147528,1.15918,0.0138258,-0.12,,LNLG,-7.88279,1.09139,-8.09698,1.06687,-6.9378,1.06678,0.14,,,,,,,,,,,,,,
VUT,mean,,,,,,,-0.214677,0.230037,0.00049176,0.000147528,1.15918,0.0138258,-0.12,,LNLGIS,,,,,,,,-6.54586,1.45921,-6.76005,1.44097,-5.60087,1.4409,0.56,,,,,,,
VUT,mean,,,,,,,-0.214677,0.230037,0.00049176,0.000147528,1.15918,0.0138258,-0.12,,LNLGOGIS,,,,,,,,,,,,,,,-9.00474,3.06489,-9.21893,3.05625,-8.05975,3.05622,0.56
WSM,2015,-0.640888,,-0.599455,,-0.313548,0.394927,-5.85796e-06,1.17159e-05,0.0414385,0.0124315,0.285908,,-0.02,0.4,IS,,,,,,,,,,,,,,,,,,,,,
WSM,2015,,,,,,,-5.85796e-06,1.17159e-05,0.0414385,0.0124315,0.285908,,-0.02,,LNLG,-0.650907,,-0.609474,,-0.323567,0.282544,0.13,,,,,,,,,,,,,,
WSM,2015,,,,,,,-5.85796e-06,1.17159e-05,0.0414385,0.0124315,0.285908,,-0.02,,LNLGIS,,,,,,,,-0.829202,,-0.78777,,-0.501862,0.46744,0.36,,,,,,,
WSM,2015,,,,,,,-5.85796e-06,1.17159e-05,0.0414385,0.0124315,0.285908,,-0.02,,LNLGOGIS,,,,,,,,,,,,,,,-1.75841,,-1.71698,,-1.43107,0.953558,0.46
WSM,2016,-0.368677,,-0.327246,,-0.0213142,0.286553,-7.38842e-06,1.47768e-05,0.0414385,0.0124315,0.305932,,-1.32,0.4,IS,,,,,,,,,,,,,,,,,,,,,
WSM,2016,,,,,,,-7.38842e-06,1.47768e-05,0.0414385,0.0124315,0.305932,,-1.32,,LNLG,-0.68324,,-0.641809,,-0.335877,0.0982916,0.13,,,,,,,,,,,,,,
WSM,2016,,,,,,,-7.38842e-06,1.47768e-05,0.0414385,0.0124315,0.305932,,-1.32,,LNLGIS,,,,,,,,-0.415759,,-0.374328,,-0.0683965,0.367886,0.36,,,,,,,
WSM,2016,,,,,,,-7.38842e-06,1.47768e-05,0.0414385,0.0124315,0.305932,,-1.32,,LNLGOGIS,,,,,,,,,,,,,,,-0.741996,,-0.700565,,-0.394634,1.02951,0.46
WSM,2017,-0.683006,,-0.641575,,-0.329922,0.442198,-7.45879e-06,1.49176e-05,0.0414385,0.0124315,0.311653,,-0.19,0.4,IS,,,,,,,,,,,,,,,,,,,,,
WSM,2017,,,,,,,-7.45879e-06,1.49176e-05,0.0414385,0.0124315,0.311653,,-0.19,,LNLG,-0.717822,,-0.676391,,-0.364738,0.128806,0.13,,,,,,,,,,,,,,
WSM,2017,,,,,,,-7.45879e-06,1.49176e-05,0.0414385,0.0124315,0.311653,,-0.19,,LNLGIS,,,,,,,,-0.612076,,-0.570645,,-0.258991,0.32913,0.36,,,,,,,
WSM,2017,,,,,,,-7.45879e-06,1.49176e-05,0.0414385,0.0124315,0.311653,,-0.19,,LNLGOGIS,,,,,,,,,,,,,,,-0.778523,,-0.737092,,-0.425438,0.82731,0.46
WSM,2018,-0.419586,,-0.37815,,0.00928227,0.453552,-2.77945e-06,5.55891e-06,0.0414385,0.0124315,0.387432,,-1.54,0.4,IS,,,,,,,,,,,,,,,,,,,,,
WSM,2018,,,,,,,-2.77945e-06,5.55891e-06,0.0414385,0.0124315,0.387432,,-1.54,,LNLG,-0.67928,,-0.637844,,-0.250412,0.161477,0.13,,,,,,,,,,,,,,
WSM,2018,,,,,,,-2.77945e-06,5.55891e-06,0.0414385,0.0124315,0.387432,,-1.54,,LNLGIS,,,,,,,,-0.639225,,-0.597789,,-0.210357,0.580183,0.36,,,,,,,
WSM,2018,,,,,,,-2.77945e-06,5.55891e-06,0.0414385,0.0124315,0.387432,,-1.54,,LNLGOGIS,,,,,,,,,,,,,,,-1.5188,,-1.47736,,-1.08993,1.03041,0.46
WSM,2019,-0.178435,,-0.137002,,0.290088,0.263731,-5.50613e-06,1.10123e-05,0.0414385,0.0124315,0.42709,,-1.28,0.4,IS,,,,,,,,,,,,,,,,,,,,,
WSM,2019,,,,,,,-5.50613e-06,1.10123e-05,0.0414385,0.0124315,0.42709,,-1.28,,LNLG,-0.594472,,-0.553039,,-0.125949,0.0722174,0.13,,,,,,,,,,,,,,
WSM,2019,,,,,,,-5.50613e-06,1.10123e-05,0.0414385,0.0124315,0.42709,,-1.28,,LNLGIS,,,,,,,,-0.377298,,-0.335865,,0.0912251,0.489547,0.36,,,,,,,
WSM,2019,,,,,,,-5.50613e-06,1.10123e-05,0.0414385,0.0124315,0.42709,,-1.28,,LNLGOGIS,,,,,,,,,,,,,,,-0.726947,,-0.685514,,-0.258423,0.885373,0.46
WSM,2020,-0.136593,,-0.0951602,,0.298047,0.35601,-5.79815e-06,1.15963e-05,0.0414385,0.0124315,0.393207,,-1.21,0.4,IS,,,,,,,,,,,,,,,,,,,,,
WSM,2020,,,,,,,-5.79815e-06,1.15963e-05,0.0414385,0.0124315,0.393207,,-1.21,,LNLG,-0.566479,,-0.525046,,-0.13184,0.108164,0.13,,,,,,,,,,,,,,
WSM,2020,,,,,,,-5.79815e-06,1.15963e-05,0.0414385,0.0124315,0.393207,,-1.21,,LNLGIS,,,,,,,,-0.445258,,-0.403825,,-0.0106181,0.434483,0.36,,,,,,,
WSM,2020,,,,,,,-5.79815e-06,1.15963e-05,0.0414385,0.0124315,0.393207,,-1.21,,LNLGOGIS,,,,,,,,,,,,,,,-0.89623,,-0.854797,,-0.46159,0.674913,0.46
WSM,mean,-0.464793,,-0.42336,,-0.0714898,0.333943,-5.79815e-06,1.15963e-05,0.0414385,0.0124315,0.35187,,-1.23,0.4,IS,,,,,,,,,,,,,,,,,,,,,
WSM,mean,,,,,,,-5.79815e-06,1.15963e-05,0.0414385,0.0124315,0.35187,,-1.23,,LNLG,-0.672187,,-0.630754,,-0.278884,0.0924844,0.13,,,,,,,,,,,,,,
WSM,mean,,,,,,,-5.79815e-06,1.15963e-05,0.0414385,0.0124315,0.35187,,-1.23,,LNLGIS,,,,,,,,-0.538773,,-0.497341,,-0.14547,0.363631,0.36,,,,,,,
WSM,mean,,,,,,,-5.79815e-06,1.15963e-05,0.0414385,0.0124315,0.35187,,-1.23,,LNLGOGIS,,,,,,,,,,,,,,,-1.21156,,-1.17012,,-0.818252,0.637934,0.46
YEM,2015,1.0967,4.72217,9.09711,4.72217,40.2711,4.53408,-0.32698,0.333508,8.32739,2.49822,31.174,1.3195,0.6,0.01,IS,,,,,,,,,,,,,,,,,,,,,
YEM,2015,,,,,,,-0.32698,0.333508,8.32739,2.49822,31.174,1.3195,0.6,,LNLG,8.71839,15.8702,16.7188,15.8702,47.8928,15.8153,0.06,,,,,,,,,,,,,,
YEM,2015,,,,,,,-0.32698,0.333508,8.32739,2.49822,31.174,1.3195,0.6,,LNLGIS,,,,,,,,5.00423,14.951,13.0046,14.951,44.1786,14.8926,0.16,,,,,,,
YEM,2015,,,,,,,-0.32698,0.333508,8.32739,2.49822,31.174,1.3195,0.6,,LNLGOGIS,,,,,,,,,,,,,,,3.31174,5.78442,11.3121,5.78442,42.4861,5.63191,0.02
YEM,2016,-2.3455,4.73245,5.68859,4.73245,37.9347,4.61274,-0.293302,0.266151,8.32739,2.49822,32.2461,1.05767,0.9,0.01,IS,,,,,,,,,,,,,,,,,,,,,
YEM,2016,,,,,,,-0.293302,0.266151,8.32739,2.49822,32.2461,1.05767,0.9,,LNLG,3.43929,14.1382,11.4734,14.1382,43.7195,14.0986,0.06,,,,,,,,,,,,,,
YEM,2016,,,,,,,-0.293302,0.266151,8.32739,2.49822,32.2461,1.05767,0.9,,LNLGIS,,,,,,,,3.98305,13.333,12.0171,13.333,44.2632,13.291,0.16,,,,,,,
YEM,2016,,,,,,,-0.293302,0.266151,8.32739,2.49822,32.2461,1.05767,0.9,,LNLGOGIS,,,,,,,,,,,,,,,6.37278,9.55312,14.4069,9.55312,46.653,9.49439,0.02
YEM,2017,-1.04831,2.81259,6.99145,2.81259,40.5662,2.62474,-0.287627,0.254802,8.32739,2.49822,33.5747,1.01064,0.21,0.01,IS,,,,,,,,,,,,,,,,,,,,,
YEM,2017,,,,,,,-0.287627,0.254802,8.32739,2.49822,33.5747,1.01064,0.21,,LNLG,1.41223,16.1928,9.45199,16.1928,43.0267,16.1612,0.06,,,,,,,,,,,,,,
YEM,2017,,,,,,,-0.287627,0.254802,8.32739,2.49822,33.5747,1.01064,0.21,,LNLGIS,,,,,,,,3.39598,16.9633,11.4357,16.9633,45.0104,16.9332,0.16,,,,,,,
YEM,2017,,,,,,,-0.287627,0.254802,8.32739,2.49822,33.5747,1.01064,0.21,,LNLGOGIS,,,,,,,,,,,,,,,1.83266,8.20779,9.87242,8.20779,43.4471,8.14533,0.02
YEM,2018,-1.57861,2.79551,6.36295,2.79551,40.6437,2.60644,-0.385824,0.451195,8.32739,2.49822,34.2808,1.01064,0.11,0.01,IS,,,,,,,,,,,,,,,,,,,,,
YEM,2018,,,,,,,-0.385824,0.451195,8.32739,2.49822,34.2808,1.01064,0.11,,LNLG,-0.261161,8.74878,7.6804,8.74878,41.9612,8.69021,0.06,,,,,,,,,,,,,,
YEM,2018,,,,,,,-0.385824,0.451195,8.32739,2.49822,34.2808,1.01064,0.11,,LNLGIS,,,,,,,,-0.960646,6.38086,6.98092,6.38086,41.2617,6.30031,0.16,,,,,,,
YEM,2018,,,,,,,-0.385824,0.451195,8.32739,2.49822,34.2808,1.01064,0.11,,LNLGOGIS,,,,,,,,,,,,,,,-2.03174,6.10678,5.90982,6.10678,40.1906,6.02258,0.02
YEM,2019,-1.70665,4.58425,6.10902,4.58425,41.9317,4.39024,-0.511713,0.702974,8.32739,2.49822,35.8227,1.3195,0.41,0.01,IS,,,,,,,,,,,,,,,,,,,,,
YEM,2019,,,,,,,-0.511713,0.702974,8.32739,2.49822,35.8227,1.3195,0.41,,LNLG,1.73707,13.2371,9.55274,13.2371,45.3755,13.1711,0.06,,,,,,,,,,,,,,
YEM,2019,,,,,,,-0.511713,0.702974,8.32739,2.49822,35.8227,1.3195,0.41,,LNLGIS,,,,,,,,-0.253972,14.2732,7.5617,14.2732,43.3844,14.2121,0.16,,,,,,,
YEM,2019,,,,,,,-0.511713,0.702974,8.32739,2.49822,35.8227,1.3195,0.41,,LNLGOGIS,,,,,,,,,,,,,,,-1.22809,11.1889,6.58759,11.1889,42.4103,11.1108,0.02
YEM,2020,-2.07631,3.05717,5.88999,3.05717,37.4474,2.75776,-0.361089,0.401726,8.32739,2.49822,31.5574,1.3195,0.14,0.01,IS,,,,,,,,,,,,,,,,,,,,,
YEM,2020,,,,,,,-0.361089,0.401726,8.32739,2.49822,31.5574,1.3195,0.14,,LNLG,-0.191402,14.2467,7.7749,14.2467,39.3323,14.1855,0.06,,,,,,,,,,,,,,
YEM,2020,,,,,,,-0.361089,0.401726,8.32739,2.49822,31.5574,1.3195,0.14,,LNLGIS,,,,,,,,-0.692777,5.80537,7.27352,5.80537,38.831,5.65343,0.16,,,,,,,
YEM,2020,,,,,,,-0.361089,0.401726,8.32739,2.49822,31.5574,1.3195,0.14,,LNLGOGIS,,,,,,,,,,,,,,,-1.69571,4.39991,6.27059,4.39991,37.828,4.19739,0.02
YEM,mean,-1.55533,3.3721,6.41097,2.22903,39.5203,1.89548,-0.361089,0.401726,8.32739,2.49822,33.1093,1.17291,0.48,0.01,IS,,,,,,,,,,,,,,,,,,,,,
YEM,mean,,,,,,,-0.361089,0.401726,8.32739,2.49822,33.1093,1.17291,0.48,,LNLG,3.47849,11.4974,11.4448,11.2155,44.5541,11.154,0.06,,,,,,,,,,,,,,
YEM,mean,,,,,,,-0.361089,0.401726,8.32739,2.49822,33.1093,1.17291,0.48,,LNLGIS,,,,,,,,-0.326213,9.08754,7.64008,8.72816,40.7494,8.649,0.16,,,,,,,
YEM,mean,,,,,,,-0.361089,0.401726,8.32739,2.49822,33.1093,1.17291,0.48,,LNLGOGIS,,,,,,,,,,,,,,,-0.766483,7.85674,7.19982,7.43814,40.3091,7.34508,0.02
ZAF,2015,-167.731,194.701,-173.257,194.701,298.586,192.772,-8.60229,12.8831,3.07559,0.922677,471.844,27.337,1.08,0.41,IS,,,,,,,,,,,,,,,,,,,,,
ZAF,2015,,,,,,,-8.60229,12.8831,3.07559,0.922677,471.844,27.337,1.08,,LNLG,305.598,266.976,300.071,266.976,771.914,265.573,0.58,,,,,,,,,,,,,,
ZAF,2015,,,,,,,-8.60229,12.8831,3.07559,0.922677,471.844,27.337,1.08,,LNLGIS,,,,,,,,2.61604,192.003,-2.91066,192.003,468.933,190.047,0.69,,,,,,,
ZAF,2015,,,,,,,-8.60229,12.8831,3.07559,0.922677,471.844,27.337,1.08,,LNLGOGIS,,,,,,,,,,,,,,,236.161,206.758,230.634,206.758,702.478,204.943,0.71
